epoch,frame,norm_fu,norm_init,norm_fimp,norm_vx_lap,norm_vy_lap,norm_vx_t,norm_vy_t,loss,walltime,memory,error_u_t0,error_u_t1,weight_pde,weight_init,weight_data,weight_smooth,weight_time
0,0,2.378678321838379,2.378678321838379,23.727317810058594,0.0,0.0,0.0,0.0,574.3018188476562,1.087110996246338,412.015625,0.29964867,0.29889962,1.0,1.0,10.0,0.01,1.0
1,1,2.378678321838379,2.378678321838379,23.727317810058594,0.0,0.0,0.0,0.0,574.3018188476562,1.3577699661254883,464.921875,0.2794699,0.28277183,1.0,1.0,10.0,0.01,1.0
2,1,2.219590902328491,2.218494415283203,22.173011779785156,0.0,0.0,0.0,0.0,501.4907531738281,1.4660060405731201,499.53125,0.2595402,0.26393884,1.0,1.0,10.0,0.01,1.0
3,1,2.087455987930298,2.0602874755859375,20.57343864440918,0.37221819162368774,0.37528836727142334,0.08237684518098831,0.074089914560318,432.1602478027344,1.583780288696289,512.96875,0.23933922,0.24519919,1.0,1.0,10.0,0.01,1.0
4,1,1.9633386135101318,1.8999286890029907,19.042333602905273,0.8608973622322083,0.9450110197067261,0.3462173044681549,0.30409789085388184,371.9214172363281,1.6998960971832275,522.484375,0.22024009,0.22656474,1.0,1.0,10.0,0.01,1.0
10,1,1.167292833328247,1.052032709121704,10.790371894836426,0.5864554643630981,0.6552810668945312,0.26706215739250183,0.2525154650211334,119.80987548828125,2.3615341186523438,542.875,0.11732615,0.12679979,1.0,1.0,10.0,0.01,1.0
20,1,0.6222935318946838,0.3285190165042877,3.926811695098877,0.33370667695999146,0.36574018001556396,0.19434359669685364,0.19085873663425446,16.234346389770508,3.4409022331237793,539.90625,0.040726617,0.052558556,1.0,1.0,10.0,0.01,1.0
30,1,0.5791951417922974,0.3421340584754944,3.298994779586792,0.20927761495113373,0.22112901508808136,0.14128431677818298,0.13077662885189056,11.46564769744873,4.614763259887695,542.546875,0.042027365,0.04405228,1.0,1.0,10.0,0.01,1.0
40,1,0.42144641280174255,0.19648504257202148,2.0489578247070312,0.1658489853143692,0.15231147408485413,0.11450857669115067,0.09680500626564026,4.487639427185059,5.7062907218933105,542.125,0.022779329,0.02841208,1.0,1.0,10.0,0.01,1.0
50,1,0.31672531366348267,0.09452364593744278,1.1211551427841187,0.12367642670869827,0.12839213013648987,0.08797863870859146,0.07105110585689545,1.4108073711395264,6.760843515396118,555.734375,0.01142567,0.017299496,1.0,1.0,10.0,0.01,1.0
60,1,0.263689786195755,0.0653400868177414,0.6434914469718933,0.10884900391101837,0.11281681805849075,0.0635850578546524,0.04320009425282478,0.5183678269386292,7.816723585128784,562.765625,0.0078178765,0.011287909,1.0,1.0,10.0,0.01,1.0
70,1,0.2238292694091797,0.03567180410027504,0.4496518671512604,0.10842441767454147,0.1031251847743988,0.05839414522051811,0.0328817255795002,0.2804405391216278,8.880976438522339,562.34375,0.004268049,0.008558244,1.0,1.0,10.0,0.01,1.0
80,1,0.20192088186740875,0.023526983335614204,0.23970581591129303,0.10644318908452988,0.09933621436357498,0.05833076685667038,0.030915969982743263,0.12434054911136627,9.944377899169922,526.046875,0.0028212906,0.0064076576,1.0,1.0,10.0,0.01,1.0
90,1,0.1859128326177597,0.013147881254553795,0.13763277232646942,0.10465972870588303,0.10049512982368469,0.05932077392935753,0.029810598120093346,0.07913978397846222,11.027196645736694,517.0625,0.0015798787,0.0058011413,1.0,1.0,10.0,0.01,1.0
100,1,0.17430758476257324,0.009383351542055607,0.09843379259109497,0.10113213956356049,0.10072527080774307,0.05960773676633835,0.028866812586784363,0.06492006033658981,12.081254243850708,520.734375,0.0011389565,0.0060464963,1.0,1.0,10.0,0.01,1.0
110,2,0.1661590337753296,0.006415968760848045,0.044383786618709564,0.10352760553359985,0.10183238238096237,0.06029261648654938,0.029323631897568703,0.05520278587937355,13.14577341079712,547.421875,0.0007815323,0.0063216076,1.0,1.0,10.0,0.01,1.0
120,2,0.16040976345539093,0.004483172204345465,0.036963749676942825,0.1037205308675766,0.10770313441753387,0.06070885807275772,0.032108157873153687,0.05419212207198143,14.212458610534668,558.09375,0.000542599,0.006696065,1.0,1.0,10.0,0.01,1.0
130,2,0.15563413500785828,0.003079243004322052,0.017375413328409195,0.1050107404589653,0.10872344672679901,0.06188707798719406,0.03256309777498245,0.05227178335189819,15.449586391448975,518.296875,0.00037587178,0.006959063,1.0,1.0,10.0,0.01,1.0
140,2,0.15197663009166718,0.0023354911245405674,0.01272487360984087,0.10507305711507797,0.10909218341112137,0.0624844953417778,0.03286546841263771,0.051190175116062164,16.506576776504517,518.5625,0.00028716234,0.007189253,1.0,1.0,10.0,0.01,1.0
150,2,0.14881499111652374,0.0018535384442657232,0.008271953091025352,0.10713215917348862,0.11204449832439423,0.06384827941656113,0.03424442186951637,0.05149831995368004,17.563246488571167,520.1875,0.00022835289,0.00739941,1.0,1.0,10.0,0.01,1.0
160,2,0.14640071988105774,0.0014971556374803185,0.0071930550038814545,0.11246314644813538,0.11385686695575714,0.06567458808422089,0.035238299518823624,0.05265338346362114,18.618664026260376,523.265625,0.00018482062,0.0075759515,1.0,1.0,10.0,0.01,1.0
170,2,0.1442423313856125,0.0012378118699416518,0.006497225258499384,0.11323602497577667,0.11540814489126205,0.06669671833515167,0.035926006734371185,0.05273016169667244,19.667717933654785,524.734375,0.00015343618,0.0077168853,1.0,1.0,10.0,0.01,1.0
180,2,0.14260438084602356,0.0010811947286128998,0.006107533350586891,0.10833782702684402,0.11728817224502563,0.06605902314186096,0.03687715902924538,0.05159179866313934,20.734053373336792,524.8125,0.00013472381,0.007866562,1.0,1.0,10.0,0.01,1.0
190,2,0.1411205232143402,0.0009776585502550006,0.006013415288180113,0.10605724155902863,0.11384829878807068,0.0661015585064888,0.03528324142098427,0.04977601394057274,21.78965473175049,527.328125,0.00012214502,0.007988746,1.0,1.0,10.0,0.01,1.0
200,2,0.13992689549922943,0.0009007237385958433,0.00599910831078887,0.11261622607707977,0.1144978329539299,0.068177230656147,0.03556014597415924,0.05132116377353668,22.846121549606323,535.15625,0.00011249685,0.008104807,1.0,1.0,10.0,0.01,1.0
210,3,0.1393887847661972,0.001363057759590447,0.0059822723269462585,0.11476093530654907,0.11995996534824371,0.06905023008584976,0.038183800876140594,0.053253281861543655,23.911490201950073,524.765625,0.00019977227,0.008212191,1.0,1.0,10.0,0.01,1.0
220,3,0.13891012966632843,0.007222926244139671,0.0059763346798717976,0.1132408007979393,0.12004096806049347,0.06918971240520477,0.038109712302684784,0.05285678431391716,24.976499557495117,532.203125,0.000799928,0.008303781,1.0,1.0,10.0,0.01,1.0
230,3,0.1379857212305069,0.001965787261724472,0.005982312373816967,0.11197620630264282,0.11818665266036987,0.06912999600172043,0.03714966028928757,0.051745519042015076,26.24230146408081,426.109375,0.00032496228,0.008385588,1.0,1.0,10.0,0.01,1.0
240,3,0.13727492094039917,0.0012313625775277615,0.0059918793849647045,0.11629978567361832,0.1159808561205864,0.0703292042016983,0.03609783947467804,0.0521082766354084,27.681864023208618,290.609375,0.00021247324,0.008485368,1.0,1.0,10.0,0.01,1.0
250,3,0.13692276179790497,0.0010448001557961106,0.005998885724693537,0.12457789480686188,0.115970678627491,0.07122049480676651,0.03628239035606384,0.0541425421833992,28.89128017425537,289.671875,0.0001024383,0.008551234,1.0,1.0,10.0,0.01,1.0
260,3,0.13717249035835266,0.0008029103046283126,0.00600446667522192,0.12208317220211029,0.12191785871982574,0.07052646577358246,0.039112865924835205,0.055125053972005844,30.032878875732422,348.453125,0.00012420694,0.008623117,1.0,1.0,10.0,0.01,1.0
270,3,0.13642257452011108,0.006506868172436953,0.006012254860252142,0.11075061559677124,0.12286471575498581,0.06917785853147507,0.03944084420800209,0.05239219591021538,31.326187133789062,288.671875,0.0009358502,0.008680338,1.0,1.0,10.0,0.01,1.0
280,3,0.1356796771287918,0.002856388222426176,0.006018010433763266,0.11202264577150345,0.11756360530853271,0.07016504555940628,0.036870647221803665,0.051106203347444534,32.51926875114441,324.140625,0.00033532866,0.008777298,1.0,1.0,10.0,0.01,1.0
290,3,0.13786500692367554,0.0021369359456002712,0.006023766938596964,0.1167098805308342,0.11436282843351364,0.07129249721765518,0.03541550040245056,0.0520845390856266,33.6556453704834,335.5,0.00029391318,0.008837001,1.0,1.0,10.0,0.01,1.0
300,3,0.1367017924785614,0.0015115850837901235,0.006030143704265356,0.11220527440309525,0.1195867732167244,0.0704105794429779,0.03788981959223747,0.05201033875346184,34.79695987701416,350.546875,0.00014331209,0.00887441,1.0,1.0,10.0,0.01,1.0
310,4,0.13549409806728363,0.0018024009186774492,0.00603827740997076,0.10833723843097687,0.12899115681648254,0.06964254379272461,0.041249021887779236,0.0533256009221077,35.939101219177246,385.1875,0.00024762755,0.008912345,1.0,1.0,10.0,0.01,1.0
320,4,0.1356278359889984,0.010328003205358982,0.006045354530215263,0.11905977874994278,0.11888659000396729,0.0721665471792221,0.03679995983839035,0.053409624844789505,37.115304708480835,385.171875,0.0014694564,0.008988849,1.0,1.0,10.0,0.01,1.0
330,4,0.13714607059955597,0.007747732102870941,0.006051715929061174,0.1412225216627121,0.11363530904054642,0.07300467044115067,0.035214778035879135,0.05833224579691887,38.46844744682312,369.421875,0.00097299437,0.009040123,1.0,1.0,10.0,0.01,1.0
340,4,0.1364363729953766,0.0038483552634716034,0.006062010303139687,0.12906403839588165,0.12277217209339142,0.07218720018863678,0.039810530841350555,0.0571928434073925,40.327861070632935,237.46875,0.00033199976,0.009058945,1.0,1.0,10.0,0.01,1.0
350,4,0.1350591629743576,0.0018319346709176898,0.006067824549973011,0.11580013483762741,0.12120044231414795,0.07118512690067291,0.039058905094861984,0.05297328904271126,41.94692540168762,257.546875,0.00015961684,0.009121171,1.0,1.0,10.0,0.01,1.0
360,4,0.1350906640291214,0.0014750761911273003,0.006070304661989212,0.10633256286382675,0.1180180087685585,0.06954178959131241,0.0375339575111866,0.04976823180913925,43.63051748275757,217.59375,0.00016895153,0.009169049,1.0,1.0,10.0,0.01,1.0
370,4,0.13761083781719208,0.0010340724838897586,0.006075418088585138,0.11439648270606995,0.11869341880083084,0.07144730538129807,0.03800368681550026,0.05269840359687805,45.10665941238403,238.390625,0.000146199,0.009189054,1.0,1.0,10.0,0.01,1.0
380,4,0.13792671263217926,0.003639597212895751,0.0060795326717197895,0.11750480532646179,0.11969936639070511,0.07222671806812286,0.03857046738266945,0.05391368269920349,46.403881549835205,266.25,0.0005588638,0.009236905,1.0,1.0,10.0,0.01,1.0
390,4,0.13590040802955627,0.017295340076088905,0.006083765532821417,0.11815289407968521,0.1402645856142044,0.07123277336359024,0.039388492703437805,0.05906488746404648,47.5323805809021,280.625,0.001803873,0.009275517,1.0,1.0,10.0,0.01,1.0
400,4,0.13392579555511475,0.004720731638371944,0.0060904077254235744,0.12715651094913483,0.13135437667369843,0.0709582269191742,0.03627840057015419,0.05776944011449814,48.658544301986694,282.625,0.00036056843,0.009317219,1.0,1.0,10.0,0.01,1.0
410,5,0.1343519240617752,0.0027079323772341013,0.006095533724874258,0.12022008746862411,0.1252022683620453,0.07139601558446884,0.03766224905848503,0.05473924055695534,49.827402114868164,313.609375,0.00043181484,0.00933685,1.0,1.0,10.0,0.01,1.0
420,5,0.14124904572963715,0.0017061310354620218,0.006094901356846094,0.12373008579015732,0.1261044293642044,0.07358361780643463,0.04096180573105812,0.05829523131251335,50.98254323005676,318.625,0.00025444984,0.0093713,1.0,1.0,10.0,0.01,1.0
430,5,0.13749198615550995,0.0011637711431831121,0.006098583806306124,0.12211569398641586,0.11586059629917145,0.0736839547753334,0.03692387789487839,0.05407121405005455,52.14962959289551,302.890625,0.00016421793,0.009397478,1.0,1.0,10.0,0.01,1.0
440,5,0.13421061635017395,0.0006697994540445507,0.006105363834649324,0.11693401634693146,0.11268877983093262,0.07145539671182632,0.03524211794137955,0.05077042430639267,53.512173652648926,260.78125,9.248229e-05,0.009407257,1.0,1.0,10.0,0.01,1.0
450,5,0.13296282291412354,0.0006851258222013712,0.006109115667641163,0.12201564759016037,0.11801178753376007,0.0698702335357666,0.038167912513017654,0.052870139479637146,54.74169921875,292.78125,8.817127e-05,0.009432594,1.0,1.0,10.0,0.01,1.0
460,5,0.1328742802143097,0.0012278727954253554,0.0061087822541594505,0.11157926172018051,0.12428552657365799,0.07119107991456985,0.04232322424650192,0.052450649440288544,55.98705458641052,256.40625,0.00018070551,0.009464704,1.0,1.0,10.0,0.01,1.0
470,5,0.13623906672000885,0.01161085907369852,0.006113253999501467,0.12861891090869904,0.11980944871902466,0.07413361966609955,0.03916594386100769,0.056660160422325134,57.13884782791138,272.8125,0.0018726927,0.009495577,1.0,1.0,10.0,0.01,1.0
480,5,0.14109721779823303,0.010400606319308281,0.006121209356933832,0.12319841980934143,0.1139824166893959,0.07167494297027588,0.03625085577368736,0.05467533320188522,58.30852150917053,296.421875,0.00182852,0.009513682,1.0,1.0,10.0,0.01,1.0
490,5,0.13592883944511414,0.006062773521989584,0.006122138816863298,0.11724819242954254,0.11465385556221008,0.07216998189687729,0.03656185418367386,0.05198880657553673,59.43957257270813,311.734375,0.0003514853,0.009540434,1.0,1.0,10.0,0.01,1.0
500,5,0.13469763100147247,0.005886424798518419,0.006119968835264444,0.12445449084043503,0.12125097215175629,0.07362934947013855,0.0391717366874218,0.05536197870969772,60.57008075714111,320.6875,0.0007942788,0.009550794,1.0,1.0,10.0,0.01,1.0
510,6,0.1345004290342331,0.012053503654897213,0.006117525976151228,0.12206856161355972,0.16158007085323334,0.07331026345491409,0.03694320470094681,0.06602112203836441,61.68946146965027,361.421875,0.0015405857,0.009572175,1.0,1.0,10.0,0.01,1.0
520,6,0.13538925349712372,0.003467531641945243,0.006122570019215345,0.11456046998500824,0.13042466342449188,0.07203719764947891,0.03725731372833252,0.055091917514801025,62.824833393096924,376.65625,0.0006302991,0.009562968,1.0,1.0,10.0,0.01,1.0
530,6,0.13768833875656128,0.0034725323785096407,0.006128803826868534,0.10971755534410477,0.11752992868423462,0.06948038935661316,0.036697644740343094,0.05103316530585289,63.946768283843994,382.859375,0.00033861224,0.009612653,1.0,1.0,10.0,0.01,1.0
540,6,0.13727226853370667,0.0019902088679373264,0.006135971751064062,0.12448297441005707,0.12731191515922546,0.07083182036876678,0.042158711701631546,0.057384125888347626,65.06065130233765,396.125,0.00027848763,0.009608298,1.0,1.0,10.0,0.01,1.0
550,6,0.13448886573314667,0.0021140598691999912,0.006144282408058643,0.1258717030286789,0.11813580244779587,0.0751662626862526,0.039012786000967026,0.055101193487644196,66.18215560913086,383.671875,0.00027714125,0.009612583,1.0,1.0,10.0,0.01,1.0
560,6,0.13456793129444122,0.006935528479516506,0.006128551438450813,0.13034960627555847,0.11077814549207687,0.07521746307611465,0.03473363444209099,0.05432110279798508,67.30554556846619,370.265625,0.0010528907,0.009641166,1.0,1.0,10.0,0.01,1.0
570,6,0.1388702541589737,0.019323505461215973,0.006133221089839935,0.11447340250015259,0.10908228158950806,0.0715278834104538,0.03454739600419998,0.05100882798433304,68.66767907142639,305.6875,0.0018736494,0.009656116,1.0,1.0,10.0,0.01,1.0
580,6,0.1391369253396988,0.006473550572991371,0.006136609707027674,0.10272560268640518,0.13310416042804718,0.06967509537935257,0.04665937274694443,0.054739635437726974,69.89839839935303,302.875,0.00046031264,0.009665782,1.0,1.0,10.0,0.01,1.0
590,6,0.13518883287906647,0.002593882381916046,0.0061287353746593,0.11904758214950562,0.1564902514219284,0.07325103133916855,0.044914763420820236,0.06436488777399063,71.07945156097412,280.765625,0.00036206006,0.009673171,1.0,1.0,10.0,0.01,1.0
600,6,0.13312898576259613,0.003484255401417613,0.0061414591036736965,0.13930818438529968,0.1221500113606453,0.07554071396589279,0.034486256539821625,0.0589962862432003,72.34512782096863,293.4375,0.00047050646,0.009683001,1.0,1.0,10.0,0.01,1.0
610,7,0.1334383189678192,0.008348928764462471,0.006143290549516678,0.1232529804110527,0.11210832744836807,0.07344512641429901,0.03258361667394638,0.052128683775663376,73.53702783584595,392.953125,0.0011359771,0.009682412,1.0,1.0,10.0,0.01,1.0
620,7,0.1380149871110916,0.007650979328900576,0.006142065394669771,0.10968182981014252,0.11249938607215881,0.07178419083356857,0.038240764290094376,0.05044594034552574,74.71716570854187,433.78125,0.00078333076,0.009695684,1.0,1.0,10.0,0.01,1.0
630,7,0.1429952085018158,0.007264337968081236,0.006144242361187935,0.10711786150932312,0.11633608490228653,0.07058215141296387,0.0378936268389225,0.05196424201130867,76.13229560852051,389.796875,0.0009993878,0.009703519,1.0,1.0,10.0,0.01,1.0
640,7,0.13762879371643066,0.006080465391278267,0.0066887494176626205,0.11046171188354492,0.11982274800539017,0.07150658965110779,0.03923139348626137,0.05223497003316879,77.39970183372498,386.109375,0.0007802983,0.009713803,1.0,1.0,10.0,0.01,1.0
650,7,0.1350860744714737,0.017106598243117332,0.01855538785457611,0.1229824423789978,0.149660125374794,0.07364751398563385,0.03640269488096237,0.06315712630748749,78.6146068572998,330.0625,0.0022580107,0.009732732,1.0,1.0,10.0,0.01,1.0
660,7,0.13474030792713165,0.004351777024567127,0.2488684356212616,0.17934748530387878,0.1563805639743805,0.07461786270141602,0.036995965987443924,0.1436663120985031,79.82630729675293,291.03125,0.00075604767,0.01016091,1.0,1.0,10.0,0.01,1.0
670,7,0.13615036010742188,0.0033745935652405024,0.23460428416728973,0.11763738095760345,0.12275052070617676,0.07379966974258423,0.03986109420657158,0.10952901095151901,81.07498955726624,319.625,0.00045552422,0.009854387,1.0,1.0,10.0,0.01,1.0
680,7,0.13778755068778992,0.008828644640743732,0.13712814450263977,0.11840888857841492,0.11866819113492966,0.07320953905582428,0.04359961673617363,0.07323084771633148,82.28667736053467,343.6875,0.0012395388,0.009810435,1.0,1.0,10.0,0.01,1.0
690,7,0.13747356832027435,0.012123971246182919,0.06747988611459732,0.11983022093772888,0.11954789608716965,0.07374084740877151,0.03954038769006729,0.05925164371728897,83.46064567565918,361.5,0.0012810424,0.009773493,1.0,1.0,10.0,0.01,1.0
700,7,0.13513903319835663,0.005705203860998154,0.017780736088752747,0.11771145462989807,0.11393130570650101,0.07345084846019745,0.03673979267477989,0.052192430943250656,84.67136430740356,297.640625,0.00079776364,0.009769231,1.0,1.0,10.0,0.01,1.0
710,8,0.13588416576385498,0.005544007755815983,0.01718701608479023,0.11399081349372864,0.112479567527771,0.07265578210353851,0.03594375029206276,0.05100701004266739,85.84306645393372,325.90625,0.00066324027,0.009768832,1.0,1.0,10.0,0.01,1.0
720,8,0.1402166783809662,0.008612476289272308,0.019823698326945305,0.11078428477048874,0.12187248468399048,0.07253437489271164,0.041427429765462875,0.054231397807598114,87.05336236953735,368.734375,0.0012849832,0.009758128,1.0,1.0,10.0,0.01,1.0
730,8,0.13896198570728302,0.020917408168315887,0.006643122527748346,0.17246396839618683,0.1285659223794937,0.07507037371397018,0.04443548247218132,0.07367519289255142,88.31512975692749,352.46875,0.0021475914,0.009766779,1.0,1.0,10.0,0.01,1.0
740,8,0.1352618932723999,0.010664721019566059,0.008269541896879673,0.1566278040409088,0.1300366222858429,0.07573362439870834,0.044436369091272354,0.067629873752594,89.54024934768677,351.4375,0.0011116097,0.009764166,1.0,1.0,10.0,0.01,1.0
750,8,0.13350635766983032,0.00645257905125618,0.007576135918498039,0.10997210443019867,0.12924668192863464,0.07126837223768234,0.033094458281993866,0.05289597436785698,90.73714661598206,321.046875,0.0006981473,0.009774126,1.0,1.0,10.0,0.01,1.0
760,8,0.13443171977996826,0.004085902590304613,0.006747441366314888,0.10984057188034058,0.16081038117408752,0.0716291293501854,0.03578709065914154,0.06247049197554588,91.91116905212402,346.671875,0.0005090789,0.009789796,1.0,1.0,10.0,0.01,1.0
770,8,0.13890142738819122,0.00668038334697485,0.006472079083323479,0.11144087463617325,0.13260462880134583,0.07308416068553925,0.03949947655200958,0.05628468468785286,93.07865071296692,351.203125,0.0009821448,0.009788158,1.0,1.0,10.0,0.01,1.0
780,8,0.14105619490146637,0.018918756395578384,0.00615968182682991,0.11776503175497055,0.1255343109369278,0.07410991191864014,0.04200154170393944,0.05717658996582031,94.29081892967224,334.453125,0.0023184123,0.009819255,1.0,1.0,10.0,0.01,1.0
790,8,0.13588105142116547,0.006581971887499094,0.007597565650939941,0.12988759577274323,0.11877603828907013,0.07728926837444305,0.03957744315266609,0.05708324536681175,95.45284843444824,370.890625,0.0010170436,0.00980932,1.0,1.0,10.0,0.01,1.0
800,8,0.133544459939003,0.0034646589774638414,0.017930390313267708,0.11395695805549622,0.10276252776384354,0.07351648062467575,0.031863197684288025,0.048133887350559235,96.60604453086853,388.765625,0.00038990073,0.009826995,1.0,1.0,10.0,0.01,1.0
810,9,0.13428783416748047,0.004580719396471977,0.13279175758361816,0.1667768657207489,0.1063995212316513,0.07116750627756119,0.036556046456098557,0.08122440427541733,97.74594974517822,382.046875,0.0005335074,0.009937751,1.0,1.0,10.0,0.01,1.0
820,9,0.13738180696964264,0.0032966553699225187,0.035957999527454376,0.13618290424346924,0.11822707951068878,0.06918340176343918,0.04280604049563408,0.05931973457336426,98.90840411186218,393.59375,0.00051652436,0.009852345,1.0,1.0,10.0,0.01,1.0
830,9,0.14176034927368164,0.020248202607035637,0.1625356525182724,0.12646415829658508,0.118500255048275,0.07584620267152786,0.03947890177369118,0.08427055180072784,100.07409715652466,394.15625,0.0028950388,0.009899786,1.0,1.0,10.0,0.01,1.0
840,9,0.13821779191493988,0.0061400593258440495,0.04827726632356644,0.13518619537353516,0.1329428106546402,0.07776658236980438,0.04593459889292717,0.06557928025722504,101.43792676925659,326.6875,0.0012660893,0.009816816,1.0,1.0,10.0,0.01,1.0
850,9,0.1385471522808075,0.006095193792134523,0.04132942855358124,0.12272299081087112,0.11936202645301819,0.07600434124469757,0.040224865078926086,0.05764351040124893,102.74722504615784,264.671875,0.0009049206,0.009842598,1.0,1.0,10.0,0.01,1.0
860,9,0.13909150660037994,0.003496979596093297,0.027474327012896538,0.1026303693652153,0.12013838440179825,0.07144670188426971,0.032291293144226074,0.05122709646821022,103.97414946556091,316.453125,0.0004792016,0.009824996,1.0,1.0,10.0,0.01,1.0
870,9,0.13413596153259277,0.012616243213415146,0.02001778781414032,0.10004497319459915,0.1062333956360817,0.07094918191432953,0.03391100466251373,0.04603061452507973,105.22772789001465,332.078125,0.0018002435,0.009818836,1.0,1.0,10.0,0.01,1.0
880,9,0.13332580029964447,0.008751682005822659,0.006543186493217945,0.10039038211107254,0.12239700555801392,0.07004677504301071,0.03339843079447746,0.048976439982652664,106.47594594955444,326.75,0.0007080718,0.009844444,1.0,1.0,10.0,0.01,1.0
890,9,0.13378965854644775,0.005487591028213501,0.0064887660555541515,0.14540551602840424,0.137010857462883,0.07511983811855316,0.04604935273528099,0.06565015763044357,107.65500402450562,300.828125,0.0005013468,0.00982691,1.0,1.0,10.0,0.01,1.0
900,9,0.1395721584558487,0.004562786314636469,0.006327957380563021,0.14042682945728302,0.13188140094280243,0.07689547538757324,0.04679418355226517,0.06475625932216644,108.84478807449341,318.828125,0.0005913527,0.009880633,1.0,1.0,10.0,0.01,1.0
910,10,0.13909098505973816,0.006286393851041794,0.006411433685570955,0.12237831950187683,0.11867335438728333,0.07588643580675125,0.04237832501530647,0.056041423231363297,110.13657903671265,226.765625,0.00083905336,0.009849444,1.0,1.0,10.0,0.01,1.0
920,10,0.13744424283504486,0.006689322181046009,0.008029395714402199,0.10886255651712418,0.0989726185798645,0.07199560105800629,0.03069646656513214,0.046772412955760956,111.5524787902832,224.03125,0.0008119512,0.009846029,1.0,1.0,10.0,0.01,1.0
930,10,0.13938479125499725,0.006472259759902954,0.009158766828477383,0.1088791936635971,0.09800063073635101,0.07189413905143738,0.033024560660123825,0.04727208614349365,112.91653037071228,233.171875,0.00083166343,0.009840497,1.0,1.0,10.0,0.01,1.0
940,10,0.13622260093688965,0.009034311398863792,0.022412162274122238,0.11528822779655457,0.1086806133389473,0.07435140758752823,0.03613536059856415,0.05107726529240608,114.19713950157166,240.46875,0.00119666,0.009860139,1.0,1.0,10.0,0.01,1.0
950,10,0.136064350605011,0.017530616372823715,0.15386469662189484,0.11582452058792114,0.1430034637451172,0.07345227152109146,0.05068792775273323,0.08432498574256897,115.39857721328735,271.296875,0.0023051181,0.009995179,1.0,1.0,10.0,0.01,1.0
960,10,0.13954024016857147,0.02047189138829708,0.027456069365143776,0.12466087192296982,0.1434720754623413,0.07336817681789398,0.05029428005218506,0.06468138098716736,116.66455435752869,281.90625,0.0027965526,0.009871395,1.0,1.0,10.0,0.01,1.0
970,10,0.13801273703575134,0.009792780503630638,0.15774595737457275,0.1414177119731903,0.11287877708673477,0.07446645200252533,0.03706434369087219,0.08368680626153946,117.90958786010742,243.53125,0.0012173608,0.009915217,1.0,1.0,10.0,0.01,1.0
980,10,0.1351715624332428,0.00457724230363965,0.009566488675773144,0.11380134522914886,0.09737983345985413,0.07393243163824081,0.03153836727142334,0.04727807268500328,119.16357612609863,277.03125,0.0007046148,0.009867998,1.0,1.0,10.0,0.01,1.0
990,10,0.13711096346378326,0.0029867622070014477,0.05857725813984871,0.11986896395683289,0.10767212510108948,0.07466480880975723,0.03603486344218254,0.05507482960820198,120.34400415420532,299.3125,0.00037829558,0.0099115325,1.0,1.0,10.0,0.01,1.0
1000,10,0.1377255767583847,0.0014785362873226404,0.016110384836792946,0.11847442388534546,0.14268435537815094,0.07430630922317505,0.03335832431912422,0.06025929003953934,121.50732898712158,316.046875,0.00024176501,0.009879901,1.0,1.0,10.0,0.01,1.0
