epoch,frame,norm_fu,norm_imp,loss,walltime,memory,error_u,error_k
0,0,6.588477611541748,0.7623419165611267,43.98920440673828,1.7507410049438477,493.78125,0.36418474,2.4940054
1,1,6.588477611541748,0.7623419165611267,43.98920440673828,3.01717209815979,609.609375,0.3626957,2.5072622
2,1,6.494157314300537,0.7563768029212952,42.746185302734375,3.022146224975586,607.21875,0.36136872,2.5204837
3,1,6.418514728546143,0.7526741623878479,41.763851165771484,3.0270233154296875,607.21875,0.36025396,2.5334425
4,1,6.307214736938477,0.7489604949951172,40.34190368652344,3.0317254066467285,607.234375,0.35929573,2.546459
5,1,6.223713397979736,0.7453811764717102,39.290199279785156,3.036508560180664,607.234375,0.35831723,2.5594194
6,1,6.1322102546691895,0.7421196103096008,38.154747009277344,3.04152250289917,607.25,0.35731372,2.5723317
7,1,6.031754493713379,0.7390459179878235,36.928253173828125,3.0463407039642334,607.25,0.3562783,2.5852742
8,1,5.939610004425049,0.7359638214111328,35.82061004638672,3.050990581512451,607.25,0.35522977,2.5982392
9,1,5.855145454406738,0.7327425479888916,34.81964111328125,3.0555906295776367,607.25,0.35418883,2.6111786
200,1,0.3678634464740753,0.32817691564559937,0.2430236041545868,3.8883121013641357,586.46875,0.16578884,3.7376454
400,1,0.14538882672786713,0.2661339342594147,0.09196518361568451,4.771182298660278,568.390625,0.13620348,3.74369
600,1,0.14207275211811066,0.2573789358139038,0.08642858266830444,5.71162748336792,427.5625,0.13191757,3.576742
800,1,0.13815204799175262,0.24825133383274078,0.08071471005678177,6.580921173095703,418.9375,0.12744048,3.3300781
1000,1,0.1323624700307846,0.23379157483577728,0.07217831909656525,7.419680833816528,419.375,0.12057888,2.9786034
1200,1,0.12194190919399261,0.20878542959690094,0.05846118927001953,8.270020961761475,419.625,0.10910826,2.4554105
1400,1,0.09250283241271973,0.1523224413394928,0.03175889700651169,9.10353946685791,419.640625,0.08391694,1.5219406
1600,1,0.04956333339214325,0.08327853679656982,0.009391838684678078,9.936315536499023,419.671875,0.05325044,0.7502856
1800,1,0.03338361904025078,0.06416120380163193,0.005231126211583614,10.76773738861084,419.671875,0.04389918,0.5321524
2000,1,0.030465086922049522,0.0611395388841629,0.004666164983063936,11.59755802154541,419.828125,0.042178012,0.48692122
2200,1,0.029270432889461517,0.05952836200594902,0.004400384146720171,12.427427530288696,419.84375,0.04151543,0.48314372
2400,1,0.028171803802251816,0.0579133965075016,0.004147612024098635,13.329837083816528,278.359375,0.040999547,0.49152008
2600,1,0.027011720463633537,0.0562254898250103,0.003890938824042678,14.282917261123657,236.6875,0.040503643,0.50538296
2800,1,0.0257695522159338,0.05447690561413765,0.0036318032070994377,15.171560287475586,165.0,0.040009994,0.5237433
3000,1,0.024450909346342087,0.05269598588347435,0.0033747139386832714,16.051815032958984,167.015625,0.039525133,0.5469803
3200,1,0.023078419268131256,0.0509302094578743,0.0031264997087419033,16.932356595993042,166.828125,0.039064713,0.57561755
3400,1,0.02169233188033104,0.049246080219745636,0.002895733807235956,17.76783537864685,167.140625,0.03864902,0.6098206
3600,1,0.020350178703665733,0.04772081971168518,0.0026914062909781933,18.61545705795288,167.015625,0.038298126,0.64893657
3800,1,0.019118376076221466,0.04642358049750328,0.00252066133543849,19.45150876045227,166.421875,0.038024783,0.6911095
4000,1,0.018054867163300514,0.0453917533159256,0.002386389533057809,20.287092924118042,167.875,0.037828147,0.73331654
4200,2,0.01719142310321331,0.044617947190999985,0.0022863063495606184,21.130585432052612,201.53125,0.037692867,0.7720059
4400,2,0.016650337725877762,0.044056255370378494,0.0022181873209774494,21.967861652374268,202.28125,0.03759511,0.8041861
4600,2,0.01603732630610466,0.04364723339676857,0.0021622770000249147,22.804038524627686,202.859375,0.037509713,0.827608
4800,2,0.015674876049160957,0.0433260053396225,0.002122844336554408,23.74391460418701,190.765625,0.037419356,0.84270585
5000,2,0.01544992346316576,0.04305128753185272,0.002092113485559821,24.629846572875977,184.859375,0.03731227,0.849726
5200,2,0.01608967036008835,0.04279397800564766,0.002090201945975423,25.48311972618103,184.125,0.037184056,0.84981483
5400,2,0.015034797601401806,0.04253267124295235,0.0020350732374936342,26.334018230438232,184.34375,0.03703183,0.84504116
5600,2,0.015297632664442062,0.04225801303982735,0.0020197571720927954,27.17906355857849,183.1875,0.036859248,0.8365736
5800,2,0.01473095640540123,0.041956789791584015,0.0019773731473833323,28.01401925086975,182.640625,0.036660265,0.82554394
6000,2,0.015065943822264671,0.0416276715695858,0.001959845656529069,28.85011124610901,182.796875,0.03643311,0.811391
6200,2,0.015696438029408455,0.04122227430343628,0.0019456539303064346,29.683053731918335,183.15625,0.036171615,0.79729915
6400,2,0.015306457877159119,0.040757808834314346,0.0018954866100102663,30.517162799835205,183.40625,0.035860263,0.78059596
6600,2,0.013900925405323505,0.04019179940223694,0.0018086163327097893,31.351415395736694,183.578125,0.03548242,0.7605712
6800,2,0.014565260149538517,0.03950713947415352,0.0017729609971866012,32.18592548370361,183.78125,0.0350222,0.73638284
7000,2,0.013963456265628338,0.038634877651929855,0.001687631942331791,33.02484488487244,179.390625,0.03444574,0.70982254
7200,2,0.014823089353740215,0.03757208213210106,0.00163138541392982,33.86193585395813,179.890625,0.03373955,0.6791161
7400,2,0.012320881709456444,0.036249615252017975,0.0014658388681709766,34.69788146018982,181.4375,0.032870613,0.6434069
7600,2,0.011565430089831352,0.034668829292058945,0.001335686887614429,35.614391565322876,154.78125,0.031843856,0.6056372
7800,2,0.010833214968442917,0.03285069763660431,0.001196526805870235,36.498918533325195,154.96875,0.030672785,0.5662436
8000,2,0.012150967493653297,0.03085450828075409,0.0010996466735377908,37.44717335700989,151.796875,0.02940244,0.5272681
8200,3,0.009625048376619816,0.028763525187969208,0.0009199819760397077,38.30924654006958,189.140625,0.028103203,0.49095604
8400,3,0.008929864503443241,0.02666807919740677,0.0007909289561212063,39.18507528305054,190.171875,0.026825963,0.4574227
8600,3,0.007946690544486046,0.024650605395436287,0.0006708022556267679,40.03576040267944,190.34375,0.025607241,0.4262587
8800,3,0.009974113665521145,0.02274930104613304,0.00061701366212219,41.085801124572754,141.59375,0.02444916,0.39649045
9000,3,0.009580787271261215,0.02095133811235428,0.000530750083271414,41.98011612892151,140.09375,0.02331486,0.365749
9200,3,0.0072682518512010574,0.019294992089271545,0.0004251242207828909,42.89887523651123,141.390625,0.022184232,0.333739
9400,3,0.00612789299339056,0.017824992537498474,0.0003552814305294305,43.73743557929993,109.46875,0.021066658,0.30149457
9600,3,0.006353144999593496,0.01659189537167549,0.00031565342214889824,44.57533311843872,110.5,0.02003641,0.2724741
9800,3,0.007091420236974955,0.01562567986547947,0.00029445011750794947,45.41157007217407,110.953125,0.019111348,0.24704929
10000,3,0.007140695117413998,0.014820946380496025,0.0002706499944906682,46.243876218795776,111.203125,0.018270895,0.22455965
10200,3,0.006294239778071642,0.014114723540842533,0.00023884288384579122,47.07175850868225,111.390625,0.01748383,0.20463364
10400,3,0.011115617118775845,0.013498704880475998,0.00030577194411307573,47.93224382400513,95.90625,0.016750192,0.1869057
10600,3,0.006916968151926994,0.012875176034867764,0.00021361459221225232,48.7814564704895,96.15625,0.016048344,0.17090374
10800,3,0.006426929961889982,0.012307146564126015,0.00019277128740213811,49.63010096549988,96.40625,0.015401283,0.15698276
11000,3,0.006208899896591902,0.011733571998775005,0.0001762271422194317,50.468005418777466,96.625,0.014754675,0.14420612
11200,3,0.008381305262446404,0.011187815107405186,0.00019541347865015268,51.309149503707886,96.921875,0.014081062,0.1321457
11400,3,0.005979327019304037,0.010583344846963882,0.00014775953604839742,52.15152454376221,97.09375,0.013446721,0.1213968
11600,3,0.004490494728088379,0.009969751350581646,0.00011956048547290266,52.98463988304138,97.265625,0.012792333,0.11123911
11800,3,0.00518657686188817,0.009337754920125008,0.00011409424769226462,53.820651054382324,97.484375,0.012115239,0.10155692
12000,3,0.00666213920339942,0.00869296956807375,0.0001199518155772239,54.656187534332275,97.6875,0.011460417,0.09256907
12200,4,0.008936818689107895,0.008025763556361198,0.000144279605592601,55.49100923538208,134.546875,0.0107664075,0.08395437
12400,4,0.0054935431107878685,0.0073281703516840935,8.388109563384205e-05,56.318978786468506,134.78125,0.010069133,0.07597903
12600,4,0.0042779408395290375,0.006623841822147369,6.217606278369203e-05,57.14868927001953,135.0,0.009410366,0.06846981
12800,4,0.00533808721229434,0.005920163355767727,6.354350625770167e-05,58.05365991592407,135.140625,0.008716438,0.061371658
13000,4,0.005690342281013727,0.005269086919724941,6.01432730036322e-05,58.93715977668762,126.46875,0.008075189,0.055031225
13200,4,0.0029945983551442623,0.004663127474486828,3.071237733820453e-05,59.78071451187134,128.59375,0.00749003,0.049407106
13400,4,0.011858823709189892,0.004144890233874321,0.0001578118244651705,60.614057540893555,128.78125,0.0069505395,0.044539694
13600,4,0.010736335068941116,0.003722833702340722,0.0001291283842874691,61.45765542984009,127.8125,0.0064926906,0.04044972
13800,4,0.005260838195681572,0.003397020511329174,3.921616735169664e-05,62.2974796295166,125.3125,0.006118488,0.037208177
14000,4,0.004296115133911371,0.003154599340632558,2.8408103389665484e-05,63.14213252067566,124.390625,0.005784468,0.034535922
14200,4,0.00782686285674572,0.0029466855339705944,6.994274008320644e-05,63.973174810409546,124.453125,0.0055207293,0.032468677
14400,4,0.004282406996935606,0.002831200370565057,2.6354706278652884e-05,64.80058646202087,127.765625,0.0053053135,0.030827874
14600,4,0.005352643318474293,0.0027352930046617985,3.6132616514805704e-05,65.62864995002747,127.828125,0.0051224213,0.029571824
14800,4,0.004478988703340292,0.002675820142030716,2.7221352866035886e-05,66.45980405807495,127.140625,0.004998876,0.028578222
15000,4,0.00447656586766243,0.0026355343870818615,2.698568277992308e-05,67.28824615478516,127.8125,0.0048736394,0.02776187
15200,4,0.004620315972715616,0.002586938440799713,2.8039572498528287e-05,68.11634492874146,128.328125,0.0047871517,0.027022466
15400,4,0.00470403116196394,0.0025380076840519905,2.856938954209909e-05,68.94527316093445,128.46875,0.0046948525,0.02643866
15600,4,0.005918027833104134,0.002601845422759652,4.179264942649752e-05,69.77403855323792,128.671875,0.0046406044,0.026182398
15800,4,0.006915988400578499,0.0024996199645102024,5.407899516285397e-05,70.60436034202576,128.84375,0.004565444,0.025545811
16000,4,0.005781614687293768,0.002497191308066249,3.966303120250814e-05,71.43402361869812,128.984375,0.004513823,0.025229797
16200,5,0.005612983368337154,0.002479663584381342,3.765431756619364e-05,72.27264666557312,139.484375,0.0044613173,0.02485925
16400,5,0.0036343152169138193,0.0024332320317626,1.912886364152655e-05,73.10663628578186,140.125,0.004419003,0.024511972
16600,5,0.003826322266831994,0.002442870521917939,2.0608356862794608e-05,73.94701886177063,140.578125,0.0043815477,0.024218543
16800,5,0.0046703629195690155,0.0023951942566782236,2.7549245714908466e-05,74.83160161972046,142.453125,0.0043312386,0.02387647
17000,5,0.004809200298041105,0.002414700109511614,2.8959184419363737e-05,75.72403717041016,142.1875,0.0043179486,0.023686463
17200,5,0.011586468666791916,0.002384257037192583,0.00013993092579767108,76.57867479324341,141.921875,0.0042776573,0.023397448
17400,5,0.0049970634281635284,0.002356326673179865,3.052291867788881e-05,77.50302195549011,137.28125,0.0042397114,0.0231354
17600,5,0.014990984462201595,0.0023615744430571795,0.00023030665761325508,78.34901523590088,137.34375,0.004223224,0.022979237
17800,5,0.00893767736852169,0.0023553825449198484,8.542989962734282e-05,79.18990921974182,137.515625,0.0042016124,0.02274077
18000,5,0.005562554579228163,0.002340019913390279,3.6417706724023446e-05,80.02962255477905,137.703125,0.004159517,0.022552134
18200,5,0.005225291475653648,0.002333780052140355,3.275019844295457e-05,80.87010169029236,134.140625,0.004134046,0.022360135
18400,5,0.005147878546267748,0.0022921343334019184,3.175453457515687e-05,81.69880175590515,134.328125,0.0040980414,0.022074193
18600,5,0.007003752049058676,0.0023276901338249445,5.447068178909831e-05,82.53540682792664,134.890625,0.0040905285,0.022021776
18800,5,0.004310493357479572,0.0022976824548095465,2.385969492024742e-05,83.36572170257568,135.03125,0.0040706894,0.021749265
19000,5,0.006208977196365595,0.0022550197318196297,4.3636508053168654e-05,84.19835019111633,135.21875,0.0040297257,0.021549506
19200,5,0.006329204887151718,0.0022972049191594124,4.533598621492274e-05,85.06084656715393,135.453125,0.0040226215,0.021454304
19400,5,0.006535119842737913,0.0022440114989876747,4.774338231072761e-05,85.9106342792511,135.625,0.00398906,0.021173773
19600,5,0.005474176723510027,0.002248078817501664,3.502046820358373e-05,86.75307297706604,136.09375,0.00396262,0.021054946
19800,5,0.004523869138211012,0.002212629420682788,2.5361121515743434e-05,87.62769198417664,137.15625,0.003937258,0.020804057
20000,5,0.003764407942071557,0.0021870145574212074,1.895380046335049e-05,88.47321796417236,137.46875,0.003912903,0.02060817
20200,6,0.005750004667788744,0.002189089311286807,3.785466469707899e-05,89.31891393661499,146.859375,0.003892841,0.020472309
20400,6,0.0034517820458859205,0.00220311526209116,1.6768515706644394e-05,90.1852056980133,147.359375,0.0038891623,0.020345729
20600,6,0.004823147319257259,0.0021769164595752954,2.800171569106169e-05,91.11315250396729,140.25,0.0038584732,0.020127378
20800,6,0.007283234503120184,0.0021589742973446846,5.7706678489921615e-05,91.99069046974182,140.328125,0.00383503,0.01997548
21000,6,0.004898920189589262,0.0021452317014336586,2.8601438316400163e-05,92.9217381477356,126.0625,0.003806198,0.019828117
21200,6,0.011094292625784874,0.0021381464321166277,0.00012765500287059695,93.98003649711609,79.46875,0.0037979784,0.019715175
21400,6,0.004619080573320389,0.002122360048815608,2.5840319722192362e-05,94.87413716316223,87.359375,0.0037784334,0.01954673
21600,6,0.007695967331528664,0.002121547469869256,6.372887582983822e-05,95.87942814826965,86.578125,0.003756855,0.019422222
21800,6,0.005051672924309969,0.002100446028634906,2.9931272365502082e-05,96.75315523147583,86.953125,0.0037446467,0.019257499
22000,6,0.007150862831622362,0.0021133737172931433,5.5601187341380864e-05,97.61047077178955,88.515625,0.003722125,0.019204186
22200,6,0.008024055510759354,0.0021574734710156918,6.90401648171246e-05,98.48992276191711,88.5625,0.0037180793,0.019201485
22400,6,0.004531780257821083,0.0020976823288947344,2.4937304260674864e-05,99.35655999183655,88.171875,0.0036962577,0.01886816
22600,6,0.00967129971832037,0.002065974520519376,9.780229447642341e-05,100.2071681022644,88.71875,0.003667624,0.018701255
22800,6,0.00819902028888464,0.002083070809021592,7.156312494771555e-05,101.06618642807007,87.453125,0.0036465833,0.018674897
23000,6,0.005385188851505518,0.0020722239278256893,3.329436731291935e-05,101.89869165420532,87.59375,0.0036354358,0.018464046
23200,6,0.004562848247587681,0.0020589600317180157,2.50589018833125e-05,102.74445676803589,88.875,0.0036205365,0.018379388
23400,6,0.005652730818837881,0.002061454812064767,3.620296047301963e-05,103.58447337150574,89.765625,0.0036008917,0.018229207
23600,6,0.00539283687248826,0.002053184900432825,3.329825631226413e-05,104.43670916557312,90.03125,0.0035859183,0.0181076
23800,6,0.005816753022372723,0.0020216351840645075,3.792162169702351e-05,105.2873432636261,90.28125,0.0035673012,0.017933387
24000,6,0.005069478414952755,0.002055975841358304,2.9926650313427672e-05,106.12613534927368,90.671875,0.003561599,0.017917328
24200,7,0.01457587257027626,0.00201997603289783,0.0002165363694075495,106.99294519424438,133.1875,0.0035413078,0.017715618
24400,7,0.0042102159932255745,0.002011421835049987,2.177173701056745e-05,107.84885573387146,133.453125,0.00352435,0.017599963
24600,7,0.006777590606361628,0.00205194647423923,5.014621638110839e-05,108.70513248443604,131.375,0.0035101909,0.017646063
24800,7,0.0053883884102106094,0.0019981383811682463,3.302728873677552e-05,109.60651183128357,133.234375,0.0034851448,0.017371114
25000,7,0.00489917304366827,0.0019756837282329798,2.790522194118239e-05,110.5338544845581,132.421875,0.0034729165,0.017266307
25200,7,0.0061545525677502155,0.0019462426425889134,4.166637882008217e-05,111.3684778213501,132.8125,0.003447597,0.017072797
25400,7,0.006785253062844276,0.0019965500105172396,5.00258756801486e-05,112.24070525169373,133.21875,0.003446841,0.017126696
25600,7,0.008128104731440544,0.0019493126310408115,6.986590597080067e-05,113.11991596221924,133.46875,0.0034197748,0.01690772
25800,7,0.004840281791985035,0.0019348309142515063,2.7171900001121685e-05,113.97816157341003,133.578125,0.0034041214,0.016769106
26000,7,0.004917479585856199,0.0019812819082289934,2.8107082471251488e-05,114.84021234512329,132.203125,0.003408144,0.016820319
26200,7,0.00892897229641676,0.001929353573359549,8.344894740730524e-05,115.75027084350586,129.890625,0.0033724448,0.016562993
26400,7,0.008236452005803585,0.0019445481011644006,7.16204012860544e-05,116.5898950099945,130.375,0.0033646098,0.016516058
26600,7,0.005449121352285147,0.0019219124224036932,3.338667011121288e-05,117.45795965194702,130.234375,0.0033459654,0.016363492
26800,7,0.013850647024810314,0.001939345384016633,0.00019560148939490318,118.3252387046814,130.640625,0.003354808,0.016360048
27000,7,0.006137247662991285,0.0019432094413787127,4.144187187193893e-05,119.17002558708191,130.859375,0.0033358608,0.016315235
27200,7,0.0075079002417624,0.0019030638504773378,5.999021959723905e-05,120.02744436264038,131.078125,0.0033065542,0.016051099
27400,7,0.005809518974274397,0.0018860525451600552,3.730770549736917e-05,120.90119886398315,131.375,0.003297737,0.015947584
27600,7,0.005634141620248556,0.001886548474431038,3.530261528794654e-05,121.77733063697815,111.5625,0.0032880616,0.01587125
27800,7,0.00359222199767828,0.0018890254432335496,1.6472475181217305e-05,122.63424348831177,111.765625,0.003282502,0.015801622
28000,7,0.006273807026445866,0.0018917678389698267,4.293943857192062e-05,123.68920969963074,88.140625,0.0032688912,0.01575671
28200,8,0.006962118670344353,0.0018911772640421987,5.204764966038056e-05,124.7573025226593,317.03125,0.003258256,0.015698878
28400,8,0.005880551412701607,0.0018536207498982549,3.8016798498574644e-05,125.70399260520935,144.140625,0.0032355892,0.015492127
28600,8,0.0037127702962607145,0.0018484623869881034,1.720147702144459e-05,126.5605480670929,95.171875,0.0032175675,0.015363108
28800,8,0.005296152550727129,0.0019503921503201127,3.185326204402372e-05,127.47624444961548,98.3125,0.003252664,0.015552945
29000,8,0.004373147618025541,0.0018599509494379163,2.2583839381695725e-05,128.37889003753662,98.984375,0.0032006153,0.015232
29200,8,0.008619693107903004,0.0018263451056554914,7.76346423663199e-05,129.23189496994019,99.859375,0.003177553,0.015093652
29400,8,0.006158824078738689,0.0018456988036632538,4.133771653869189e-05,130.12438893318176,100.765625,0.0031792428,0.015068771
29600,8,0.005543689709156752,0.001829096581786871,3.40780898113735e-05,131.03166580200195,100.109375,0.0031636998,0.014974779
29800,8,0.005663797724992037,0.0018378227250650525,3.545619983924553e-05,131.96013140678406,97.28125,0.0031559279,0.014929758
30000,8,0.005140055436640978,0.0018085910705849528,2.969117122120224e-05,132.85691022872925,97.625,0.0031341861,0.014765433
30200,8,0.00389779731631279,0.001809990149922669,1.8468888811185025e-05,133.75127005577087,97.859375,0.003127047,0.014694491
30400,8,0.007378746755421162,0.001821677084080875,5.776440957561135e-05,134.64868998527527,98.171875,0.0031168954,0.014656366
30600,8,0.0035574822686612606,0.0017947601154446602,1.587684528203681e-05,135.5482475757599,98.453125,0.003102616,0.014501575
30800,8,0.0048112100921571255,0.0018251687288284302,2.6478983272681944e-05,136.44283390045166,98.671875,0.003110851,0.014519347
31000,8,0.005946102552115917,0.0018282392993569374,3.86985921068117e-05,137.3581714630127,99.015625,0.0030992113,0.014481542
31200,8,0.008052455261349678,0.0018018643604591489,6.808875332353637e-05,138.25123763084412,99.234375,0.0030661358,0.014323845
31400,8,0.005043933168053627,0.0018041386501863599,2.8696176741505042e-05,139.16264414787292,99.515625,0.0030701088,0.014282601
31600,8,0.0120992511510849,0.0017831766745075583,0.0001495716132922098,140.04350328445435,99.734375,0.003041944,0.014105358
31800,8,0.010478283278644085,0.0018264004029333591,0.00011313014692859724,140.8763394355774,99.96875,0.0030590603,0.01417478
32000,8,0.009137716144323349,0.0017851745942607522,8.668470400152728e-05,141.7108612060547,100.25,0.0030288063,0.014065289
32200,9,0.003619620343670249,0.0017653456889092922,1.621809678908903e-05,142.56791853904724,142.375,0.003023979,0.0139207365
32400,9,0.004021421540528536,0.0017582547152414918,1.9263290596427396e-05,143.40656781196594,142.703125,0.0030068196,0.0138068255
32600,9,0.004155386704951525,0.0017507110023871064,2.0332226995378733e-05,144.24418783187866,142.9375,0.0030017926,0.013766016
32800,9,0.006192342843860388,0.0017587199108675122,4.143820842728019e-05,145.2074122428894,134.390625,0.0029997167,0.013735131
33000,9,0.006376207806169987,0.0017762010684236884,4.381091639515944e-05,146.0969853401184,134.578125,0.0029871422,0.013707025
33200,9,0.006609001662582159,0.0017746760277077556,4.6828379709040746e-05,147.04075717926025,104.6875,0.0029790709,0.013678934
33400,9,0.007054450456053019,0.001767209148965776,5.2888295613229275e-05,147.90429663658142,100.75,0.002968148,0.013563791
33600,9,0.004113728646188974,0.001753541873767972,1.9997673007310368e-05,148.75478291511536,97.75,0.002959864,0.013471836
33800,9,0.011254875920712948,0.001726972172036767,0.0001296546688536182,149.5994462966919,92.3125,0.0029440701,0.013422611
34000,9,0.006771181244403124,0.001713509438559413,4.878500840277411e-05,150.44349122047424,93.265625,0.0029189638,0.013194563
34200,9,0.007681708317250013,0.0017058334778994322,6.191850843606517e-05,151.30745029449463,94.0,0.0029175198,0.013161302
34400,9,0.005062566138803959,0.0017084470018744469,2.8548369300551713e-05,152.14444780349731,94.515625,0.0029091649,0.013124207
34600,9,0.02296670712530613,0.0017043803818523884,0.0005303745856508613,152.99530386924744,95.703125,0.0029114422,0.013141902
34800,9,0.0055389320477843285,0.0017148798797279596,3.362057759659365e-05,153.84359502792358,95.6875,0.0029009548,0.0130389305
35000,9,0.0069159395061433315,0.0016849410021677613,5.066924495622516e-05,154.68567371368408,96.109375,0.0028755576,0.012917459
35200,9,0.008271679282188416,0.001693684607744217,7.128925062716007e-05,155.52393198013306,96.375,0.0028715255,0.012826404
35400,9,0.006526061333715916,0.0016806916100904346,4.5414199121296406e-05,156.36739826202393,96.640625,0.002851633,0.012758797
35600,9,0.003422302659600973,0.0016749142669141293,1.4517494491883554e-05,157.20560359954834,96.984375,0.0028538413,0.012703805
35800,9,0.008334239013493061,0.0016654202481731772,7.223316060844809e-05,158.04433512687683,97.203125,0.0028430829,0.012609551
36000,9,0.0045263273641467094,0.001715863705612719,2.3431826775777154e-05,158.88770008087158,97.453125,0.0028569377,0.012749912
36200,10,0.008754237554967403,0.0016603718977421522,7.939351053209975e-05,159.73030805587769,137.609375,0.0028206457,0.012520119
36400,10,0.004304508212953806,0.0016961275832727551,2.1405638108262792e-05,160.5751543045044,138.03125,0.0028397338,0.012577099
36600,10,0.0035717778373509645,0.0016697660321369767,1.5545716451015323e-05,161.41889572143555,138.265625,0.0028202932,0.01245111
36800,10,0.004260425455868244,0.0016563266981393099,2.0894643967039883e-05,162.38050889968872,136.9375,0.002796667,0.012325349
37000,10,0.003034744178876281,0.00164655945263803,1.1920830729650334e-05,163.2822768688202,128.25,0.0027922865,0.012275107
37200,10,0.004673950839787722,0.0016645474825054407,2.4616536393295974e-05,164.13406586647034,127.046875,0.0027984146,0.012277156
37400,10,0.004621749743819237,0.0016346233896911144,2.4032566216192208e-05,164.97354125976562,127.890625,0.0027760393,0.012174288
37600,10,0.004806609358638525,0.001651352969929576,2.5830460799625143e-05,165.8193199634552,128.125,0.002771425,0.012139286
37800,10,0.0044296202249825,0.0016491307178512216,2.2341169824358076e-05,166.65696549415588,128.484375,0.002773459,0.012112302
38000,10,0.006735995411872864,0.0016583481337875128,4.812375482288189e-05,167.49890184402466,128.59375,0.0027604494,0.012067685
38200,10,0.0034256866201758385,0.0016579445218667388,1.4484108760370873e-05,168.34979343414307,96.25,0.0027591654,0.012044776
38400,10,0.0076317451894283295,0.001613911590538919,6.084824417484924e-05,169.1834433078766,96.734375,0.002735533,0.011887448
38600,10,0.004786707926541567,0.001682827016338706,2.5744478989508934e-05,170.02703332901,97.109375,0.0027608243,0.012021197
38800,10,0.006000500172376633,0.0017027492867782712,3.890535663231276e-05,170.8859338760376,97.6875,0.0027592266,0.012121876
39000,10,0.005075487773865461,0.0016649747267365456,2.8532715077744797e-05,171.72660851478577,98.09375,0.0027450002,0.011925165
39200,10,0.008112884126603603,0.0016074604354798794,6.84028200339526e-05,172.56339526176453,98.328125,0.0027145762,0.011721806
39400,10,0.010893257334828377,0.0016178307123482227,0.00012128042726544663,173.40531373023987,98.59375,0.0027012858,0.011724773
39600,10,0.010295918211340904,0.0016624341951683164,0.00010876962187467143,174.248370885849,98.84375,0.0027107063,0.011678186
39800,10,0.006533913780003786,0.0015945069026201963,4.5234482968226075e-05,175.08151483535767,99.1875,0.0026883814,0.011519282
40000,10,0.004743186291307211,0.0016204239800572395,2.5123590603470802e-05,175.93098282814026,99.53125,0.0026950515,0.011589728
