epoch,total,pde,bound,init,data,u_rmse,u_rel_max,k_rmse,k_rel_max
1,0.6033025979995728,0.015556910075247288,0.023690178990364075,0.18336331844329834,0.09517304599285126,0.273100247257718,0.27402219352172824,0.030484950709050506,1.5244399982394272
500,0.013652676716446877,0.0014586490578949451,0.00035284023033455014,0.004075106233358383,0.0019415202550590038,0.05173619216512093,0.05191084593991499,0.007803172927374678,0.3902079106900908
1000,0.006216949783265591,0.0009902421152219176,1.7363701772410423e-05,0.000654996489174664,0.0011385869001969695,0.042100306776456944,0.04224243121953595,0.007982136843149107,0.3991572363443093
1500,0.003794582560658455,0.0005485438741743565,4.01395809603855e-05,0.00043988291872665286,0.0006915040430612862,0.03772080632389739,0.03784814621763595,0.00862297604346949,0.43120324221559736
2000,0.0027643246576189995,0.00042584494804032147,3.007967461599037e-05,0.00022290977358352393,0.0005213725380599499,0.03511604845280177,0.03523459506710532,0.00914711771619211,0.4574136349522753
2500,0.0023390790447592735,0.00044835612061433494,8.668257578392513e-06,0.0001030142157105729,0.00044476010953076184,0.03334213550008876,0.03345469364519151,0.009233777518554422,0.4617471721858261
3000,0.0020035000052303076,0.0003302971599623561,1.1104054465249646e-05,7.74161599110812e-05,0.0003961706825066358,0.03189047103296617,0.031998128572355455,0.009072467251515167,0.45368064042239054
3500,0.0018251636065542698,0.00030788721051067114,2.2262005586526357e-05,6.238913192646578e-05,0.00035815630690194666,0.030833690081502937,0.030937780083843604,0.008771160826489278,0.4386134169120167
4000,0.0016898142639547586,0.0003078781592193991,8.183553291019052e-06,5.2636838518083096e-05,0.0003302789409644902,0.029503549180769754,0.029603148823081998,0.008529864421892587,0.42654707328859226
4500,0.0013532682787626982,0.00021619380277115852,2.0488678273977712e-05,3.988842581748031e-05,0.0002691743429750204,0.028396953490879402,0.028492817428913426,0.008287174007135658,0.4144110203562534
5000,0.0011935851071029902,0.0001874645531643182,3.748525614355458e-06,4.2504154407652095e-05,0.00023996696108952165,0.027328456492627728,0.027420713341962506,0.00804074277720528,0.40208790304809006
5500,0.0010818458395078778,0.0001655676169320941,6.943312655494083e-06,4.594920756062493e-05,0.00021584643400274217,0.02623000500591432,0.026318553644602855,0.007774782332476744,0.3887882017048513
6000,0.001138106919825077,0.00020532637427095324,2.71413846348878e-05,5.20337198395282e-05,0.0002134013775503263,0.02577679392367223,0.02586381258841063,0.00752222368345087,0.37615867475724657
6500,0.0008679284946992993,0.00014659551379736513,1.5106013506738236e-06,4.090946458745748e-05,0.0001697282277746126,0.024722867394619638,0.024806328158419613,0.007297399500786447,0.36491604622567464
7000,0.0008141020080074668,0.00013595540076494217,4.1512903408147395e-06,4.311630254960619e-05,0.00015771975449752063,0.024169200093369536,0.024250791757800257,0.007076326375174544,0.35386099422854156
7500,0.0007678988622501493,0.00012624263763427734,1.1682671356538776e-05,5.4452069889521226e-05,0.00014388037379831076,0.023537465377222483,0.023616924398174317,0.0068769213258705825,0.3438894828453981
8000,0.0007747001945972443,0.00014028485747985542,1.962139504030347e-05,6.741633114870638e-05,0.00013684440637007356,0.022853657207367924,0.022930807792520713,0.006642267143816759,0.33215529228392854
8500,0.0006863783346489072,0.00012206162500660866,1.2612316822924186e-05,5.6269091146532446e-05,0.00012385881564114243,0.02255308177351338,0.02262921766021358,0.006368687194707439,0.3184745676168968
9000,0.0005762416985817254,9.828869951888919e-05,1.7697462908472517e-06,5.375920591177419e-05,0.00010560601367615163,0.021727646536349732,0.02180099587510379,0.006176731105763189,0.30887555127978517
9500,0.0005378633504733443,9.495843551121652e-05,9.52776304075087e-07,4.781920142704621e-05,9.853322990238667e-05,0.02139228719304745,0.021464504407987035,0.005966917852542783,0.29838356398997246
10000,0.0005869456799700856,0.00012677296763285995,2.7127089197165333e-06,5.365381730371155e-05,0.00010095154721057042,0.021295357010488878,0.021367247003389756,0.005761002003764978,0.28808647152804784
10500,0.00048487988533452153,9.860721183940768e-05,2.9776929295621812e-06,4.867608367931098e-05,8.365472604054958e-05,0.02064993865275257,0.0207196498082133,0.0055947811946426,0.2797743816583848
11000,0.0005247611552476883,0.00012016514665447176,1.5870746210566722e-06,4.719984281109646e-05,8.895227801986039e-05,0.020041582833351255,0.020109240269049672,0.005389262997566299,0.26949717429205794
11500,0.0006894266698509455,0.00019902008352801204,4.05281207349617e-06,5.1361344958422706e-05,0.00010874810686800629,0.02003433411870745,0.020101967083811456,0.0051975051231564545,0.2599080699330683
12000,0.0005338579649105668,0.00015989418898243457,1.104235343518667e-05,3.623857628554106e-05,8.167070336639881e-05,0.01980751449265543,0.019874381748065127,0.005010862937390637,0.25057478230351754
12500,0.0003535919822752476,6.84402693877928e-05,6.222750812412414e-07,3.5917197237722576e-05,6.21530634816736e-05,0.01870776177813279,0.018770916430142563,0.004822255241665053,0.24114320676698597
13000,0.00032089833985082805,6.871932419016957e-05,5.165753691471764e-07,2.390797271800693e-05,5.6938613852253184e-05,0.018328921468995913,0.01839079721184624,0.004680512727964758,0.2340551862089741
13500,0.0005324851954355836,0.0002006994909606874,4.194158464088105e-06,4.1854862502077594e-05,7.143416587496176e-05,0.0181631691176757,0.018224485304968733,0.004522130847403927,0.22613509225744835
14000,0.0002966882602777332,6.0882179241161793e-05,5.800496296615165e-07,2.4438077161903493e-05,5.269698885967955e-05,0.017773892546434838,0.017833894593282648,0.004416166849020293,0.22083622334829078
14500,0.00034730572951957583,8.646891365060583e-05,9.490517186350189e-06,3.556079536792822e-05,5.394637628342025e-05,0.01749048111338968,0.017549526404926945,0.004322947843362525,0.21617468453928693
15000,0.0008394548203796148,0.00040969729889184237,1.477774821978528e-05,5.330878047971055e-05,9.04177431948483e-05,0.01791108937187342,0.01797155457502342,0.004215558686292534,0.21080454869825674
15500,0.00032781626214273274,9.633671288611367e-05,3.2099062536872225e-06,2.9012138838879764e-05,4.981437814421952e-05,0.017181948662741368,0.017239952394107756,0.004154247280151512,0.207738591309586
16000,0.00027399935061112046,5.728823452955112e-05,5.156724910193589e-06,2.114326343871653e-05,4.7602778067812324e-05,0.01766312593152279,0.017722754046571487,0.0040787134480423665,0.20396142283106528
16500,0.00028207135619595647,7.286484469659626e-05,4.3193131205043755e-07,2.855189813999459e-05,4.50556690338999e-05,0.01697714754901987,0.017034459901950842,0.004051901843249826,0.2026206733198449
17000,0.00030937130213715136,9.226619295077398e-05,1.3979240520711755e-06,2.2657570298179053e-05,4.826240547117777e-05,0.01675508840293376,0.016811651116850564,0.0039742281277782955,0.19873649716332856
17500,0.0003002001321874559,7.764935435261577e-05,7.961096343933605e-06,2.421941280772444e-05,4.759256626130082e-05,0.016593845450899668,0.016649863832327878,0.00393738577111932,0.19689414673093406
18000,0.00025774346431717277,6.20455393800512e-05,1.1227688219150878e-06,2.9843233278370462e-05,4.118298238608986e-05,0.016491345431435402,0.016547017787874783,0.0038932525526624863,0.1946872071787352
18500,0.00026106141740456223,6.187745748320594e-05,4.4661842366622295e-06,2.841240529960487e-05,4.157633884460665e-05,0.01650414850606354,0.016559864083799645,0.003847989904066874,0.19242378898908655
19000,0.0002272409910801798,4.525517579168081e-05,5.974882242298918e-07,2.354951539018657e-05,3.9459700929000974e-05,0.016538255053759242,0.01659408577018358,0.0038127238985800945,0.19066026606739075
19500,0.00022514822194352746,4.420828918227926e-05,6.608002536268032e-07,2.6312965928809717e-05,3.849154381896369e-05,0.016173464244373395,0.016228063480682883,0.003774298530533202,0.18873875507146307
20000,0.0002545050228945911,6.09308663115371e-05,3.4632901702025265e-07,2.975717870867811e-05,4.086766057298519e-05,0.0162541406949546,0.01630901228309443,0.0037543275097819463,0.18774007794944805
20500,0.00022111333964858204,4.411113332025707e-05,1.1372314929758431e-06,2.801112350425683e-05,3.696346175274812e-05,0.016057441309955324,0.016111648869904207,0.0036997930658413595,0.18501301145627197
21000,0.00021817177184857428,4.101712329429574e-05,2.115920779033331e-06,2.9005081159994006e-05,3.6508412449620664e-05,0.015949071287990606,0.01600291300668565,0.0036627441145701415,0.18316032998895698
21500,0.00020912691252306104,3.748940071091056e-05,5.970731820070796e-08,2.8575568649102934e-05,3.575055961846374e-05,0.01584173849830339,0.015895217877288193,0.003625879795864785,0.18131688131558887
22000,0.000254227255936712,6.095165736041963e-05,2.2395192900148686e-06,3.5613717045634985e-05,3.8855589082231745e-05,0.01580748884680317,0.015860852604002343,0.0035840500742125546,0.17922513114644886
22500,0.00020421021326910704,3.563181962817907e-05,4.4750106553692603e-07,2.4902805307647213e-05,3.58070210495498e-05,0.015736411526736806,0.015789535337358305,0.003533073405983572,0.176675975900409
23000,0.00021378349629230797,4.874694423051551e-05,1.0129718930329545e-07,2.7973830583505332e-05,3.4240354580106214e-05,0.016008566861881502,0.016062609428882706,0.003471862996858952,0.17361506900018997
23500,0.00029510672902688384,9.441976726520807e-05,7.775747690175194e-06,3.151878627249971e-05,4.0348109905608e-05,0.015589515144259021,0.01564214305430049,0.0034556910778024254,0.17280637094804777
24000,0.00026357205933891237,7.377966539934278e-05,5.451883680507308e-06,2.9112894480931573e-05,3.8806905649835244e-05,0.015539776599496102,0.015592236599526568,0.0034178828489961044,0.17091572081037731
24500,0.0002069547335850075,3.7735371734015644e-05,5.310344022291247e-07,3.59921068593394e-05,3.317405571579002e-05,0.0154715295710827,0.015523759179183801,0.003386887116857345,0.16936573851590003
25000,0.00020766165107488632,4.570349119603634e-05,2.2013173293089494e-06,3.219270001864061e-05,3.1891035177977756e-05,0.015248283177871635,0.015299759138986908,0.00334010563015009,0.16702636883168162
25500,0.00020136467355769128,4.3616240873234347e-05,3.951956273340329e-07,2.904748180299066e-05,3.207643749192357e-05,0.015078950115297623,0.015129854432901104,0.0032994931424549976,0.16499548804524738
26000,0.00035511923488229513,0.0001382774207741022,9.008035704027861e-06,3.34392607328482e-05,4.3598629417829216e-05,0.015258004350910133,0.01530951312927568,0.003246338595101165,0.16233742509320734
26500,0.00043936766451224685,0.00021880959684494883,5.575273462454788e-06,3.4127682738471776e-05,4.5213779230834916e-05,0.015248072829164823,0.015299548080173803,0.00321717696611914,0.16087915953593948
27000,0.00017142927390523255,3.424955502850935e-05,6.965357783883519e-07,1.6318706911988556e-05,3.004111749760341e-05,0.015099657168174197,0.015150631389742358,0.0031823255495840724,0.15913636867928288
27500,0.0002081363636534661,4.865490336669609e-05,3.79105358661036e-07,3.0138460715534166e-05,3.224097235943191e-05,0.014758508286604294,0.014808330839728384,0.003140466107782841,0.1570431323150585
28000,0.00020821005455218256,5.177437560632825e-05,1.2247394352016272e-06,2.95789086521836e-05,3.140800981782377e-05,0.014842057789373895,0.01489216239332991,0.0031077413703487094,0.1554066888399617
28500,0.0001938567729666829,4.5613029215019196e-05,1.1643599862054543e-07,2.8300739359110594e-05,2.9956641810713336e-05,0.014529059338977166,0.014578107306204062,0.0030635136622424717,0.1531950242087445
29000,0.0005355774774216115,0.0002052051859209314,3.389034827705473e-05,3.622104850364849e-05,6.506522186100483e-05,0.014693799674503532,0.014743403780871257,0.003012936396780135,0.15066584162261457
29500,0.00019025156507268548,4.140724922763184e-05,3.1375013804790797e-06,2.5298071705037728e-05,3.010218460985925e-05,0.014485745770341348,0.014534647517331589,0.0030008390015228343,0.15006089548441182
30000,0.00017861102242022753,3.5785516956821084e-05,9.895954917737981e-07,2.7854095606016926e-05,2.849545307981316e-05,0.014306638045473835,0.014354935151130151,0.0029516302806297475,0.14760014876687325
30500,0.00026478234212845564,9.119725291384384e-05,4.336368419899372e-06,2.9519474992412142e-05,3.493230906315148e-05,0.014448772227168507,0.014497549156915491,0.00291030369635838,0.14553355864326903
31000,0.00022166920825839043,6.791607302147895e-05,3.7182121559453662e-06,2.746031532296911e-05,3.064365228055976e-05,0.014416083300855042,0.014464749877595056,0.0028770341055599385,0.1438698690600956
31500,0.00016107643023133278,3.174605080857873e-05,3.986452270510199e-07,2.2103111405158415e-05,2.6707155484473333e-05,0.014052551873108415,0.014099991221220748,0.0028556291032294507,0.14279948380586208
32000,0.00015415959933307022,3.4609744034241885e-05,1.2458285709726624e-06,1.1859671758429613e-05,2.6611089197103865e-05,0.01388054991363477,0.01392740860843195,0.0028169485815205814,0.14086521351595593
32500,0.0002049349423032254,5.194843834033236e-05,1.6526663557669963e-06,3.221660517738201e-05,2.9779306714772247e-05,0.013908410416750443,0.013955363164508098,0.0027750159242933997,0.13876831591819794
33000,0.00021729496074840426,5.396875349106267e-05,8.731186085242371e-07,3.186033427482471e-05,3.264818951720372e-05,0.013772983812197985,0.013819479379658777,0.0027451013504478953,0.13727239836413624
33500,0.0001554048794787377,3.178262340952642e-05,6.106375849412871e-07,2.547706026234664e-05,2.4383640266023576e-05,0.013674273839788264,0.0137204361769016,0.0027169777641498365,0.1358660414946147
34000,0.0001661960850469768,3.793592259171419e-05,1.3232076980784768e-06,2.2537271433975548e-05,2.609992225188762e-05,0.013622841750361173,0.013668830460305828,0.0026737917984913573,0.1337064705626914
34500,0.00014930404722690582,2.8208469302626327e-05,1.372472752336762e-06,2.1350708266254514e-05,2.459310053382069e-05,0.013435808440885485,0.013481165753888365,0.002643416716701962,0.13218752470407794
35000,0.00020965476869605482,5.6181677791755646e-05,3.7635518310707994e-06,2.593548924778588e-05,3.09435126837343e-05,0.01355252321389447,0.013598274538803275,0.002610136365861903,0.1305232970508915
35500,0.00014742455095984042,3.3223219361389056e-05,1.7156450837774173e-07,1.889962913992349e-05,2.3782537027727813e-05,0.013376715902797416,0.013421873728083723,0.0025688906645331545,0.1284607515850622
36000,0.00016986264381557703,3.550792462192476e-05,2.9973550681461347e-06,3.46181659551803e-05,2.4184801077353768e-05,0.013101040007603662,0.013145267191617382,0.0025375913276435382,0.12689558713627286
36500,0.00014606118202209473,2.6246028937748633e-05,1.9416380325765203e-07,2.057035089819692e-05,2.4762661269051023e-05,0.01311756218348765,0.013161845143936882,0.00250114340989046,0.12507296113941213
37000,0.00018639687914401293,6.257620407268405e-05,1.2303839866945054e-06,1.8773282135953195e-05,2.5954250304494053e-05,0.013083526467864849,0.013127694528744504,0.002468384858521209,0.12343482675407946
37500,0.00021630094852298498,7.906757673481479e-05,5.741083441535011e-06,2.4011495042941533e-05,2.6870195142691955e-05,0.012891214053728848,0.012934732896185906,0.0024363854789774464,0.12183465575295417
38000,0.00013240263797342777,3.064309203182347e-05,6.489481165772304e-07,1.3298496924107894e-05,2.1953024770482443e-05,0.012949146676950657,0.012992861091422314,0.002408881827078657,0.1204592995172716
38500,0.00013483778457157314,2.7358219085726887e-05,4.3531883875402855e-07,2.1214007574599236e-05,2.145756116078701e-05,0.012595882882794545,0.01263840473065924,0.0023836797028759173,0.11919903419678846
39000,0.00013278679398354143,2.9688664653804153e-05,1.3154895839306846e-07,1.622654963284731e-05,2.1685007595806383e-05,0.01259102018353375,0.012633525615641003,0.002358548314751033,0.11794230612678117
39500,0.00016431750555057079,5.200534360483289e-05,1.0719002148107393e-06,1.8324944903724827e-05,2.322882937733084e-05,0.012592233748995369,0.012634743277921115,0.0023313272056823815,0.11658107881640303
40000,0.0001825584622565657,4.5522290747612715e-05,2.4687258814992674e-07,2.850543023669161e-05,2.7070969736087136e-05,0.012452763034947715,0.012494801731257797,0.00230119651557963,0.11507435408505699
40500,0.0001381642941851169,4.05673636123538e-05,5.380638299357088e-07,1.5068339052959345e-05,2.0497631339821965e-05,0.012425690852816263,0.012467638157421558,0.0022811718092705336,0.11407299234621314
41000,0.0001279154239455238,3.0407420126721263e-05,7.256304002112302e-08,1.8000631825998425e-05,1.9858702216879465e-05,0.012435112948367343,0.012477092060581308,0.0022567474911266176,0.11285162223924897
41500,0.00013088993728160858,3.188055052305572e-05,1.509607017169401e-07,1.614825305296108e-05,2.0677542124758475e-05,0.012292742523423671,0.012334241014024508,0.0022371249611972794,0.1118703718584815
42000,0.00012234534369781613,3.1238090741680935e-05,1.4874302678435924e-07,1.2839533155784011e-05,1.9529743440216407e-05,0.012181893344333448,0.012223017624410653,0.00221831634579107,0.11092982234241436
42500,0.00031313725048676133,0.00011618401185842231,2.058631434920244e-05,3.6360928788781166e-05,3.500150342006236e-05,0.012943945426556927,0.012987642282372315,0.002186500305272685,0.10933881945004514
43000,0.00013217818923294544,3.839187775156461e-05,3.284282001914107e-07,1.8425571397528984e-05,1.8758077203528956e-05,0.011985412992457275,0.01202587398376714,0.002167648188131731,0.10839609457259822
43500,0.00012734078336507082,3.139460022794083e-05,1.3676215075975051e-06,1.1488535164971836e-05,2.0772507923538797e-05,0.012123289612101573,0.012164216054598874,0.002147158255956446,0.10737146860330168
44000,0.0002170781372115016,7.633882341906428e-05,2.4335081434401218e-06,2.6385718228993937e-05,2.7980022423435003e-05,0.011909880836419879,0.011950086842281101,0.0021304513911689473,0.10653601988730034
44500,0.00011590602662181482,2.9494543923647143e-05,3.5995850566905574e-07,1.129796692111995e-05,1.868838990048971e-05,0.012024330156013535,0.01206492252594318,0.0021169612078922985,0.10586142555494348
45000,0.00011469481978565454,2.5837452994892374e-05,1.1974296398875595e-07,1.3573844626080245e-05,1.8790944523061626e-05,0.011862326323172374,0.011902371791991738,0.0020926052034461622,0.10464347156415797
45500,0.00011255424760747701,2.982987462019082e-05,4.9450484596036404e-08,1.3359809599933214e-05,1.7328777175862342e-05,0.011828904544426522,0.011868837186236901,0.0020724866086061886,0.10363741480601718
46000,0.00016660486289765686,6.0804923123214394e-05,9.073212368093664e-07,1.3321892765816301e-05,2.289268195454497e-05,0.011904420851152453,0.01194460842490653,0.0020530131822329876,0.10266362054440255
46500,0.0001344995980616659,5.452475306810811e-05,4.1156891938953777e-07,1.0963020940835122e-05,1.7150061466963962e-05,0.01195505077029577,0.011995409263209642,0.0020335964030988697,0.10169265900237709
47000,0.00011018095392500982,2.7929227144340985e-05,9.60828145935011e-08,1.3601747014035936e-05,1.7138474504463375e-05,0.011557325150663305,0.011596340980387367,0.0020156204523311375,0.10079374797515413
47500,0.00014197052223607898,3.5496042983140796e-05,3.519289748510346e-06,1.3937064068159088e-05,2.2254529540077783e-05,0.011656925411421699,0.011696277476975726,0.0020035078298922954,0.10018804038173948
48000,0.00013004065840505064,4.130764500587247e-05,2.810627108829067e-07,8.551229257136583e-06,1.997517938434612e-05,0.01179843405543588,0.011838263833357378,0.0019879733033789813,0.09941121598085316
48500,0.00012232748849783093,4.047822585562244e-05,9.96769585981383e-07,1.2792977940989658e-05,1.701487781247124e-05,0.011296072268239483,0.011334206146660567,0.001968920373875786,0.09845844921749133
49000,0.00012551485269796103,4.062879452249035e-05,8.713799104498321e-08,1.1575221833481919e-05,1.8305923731531948e-05,0.0113566224094625,0.01139496069625394,0.0019577819559214124,0.0979014579988139
49500,0.000120280179544352,4.0344275475945324e-05,1.6708031580492388e-06,1.0464268598298077e-05,1.695020910119638e-05,0.011513838744974735,0.011552707770989674,0.0019348692895724356,0.09675568002521447
50000,0.00022658689704257995,0.00011124929005745798,5.9954991229460575e-06,1.2056931154802442e-05,2.4321296223206446e-05,0.011650407476632539,0.011689737538597452,0.0019204138275656151,0.0960328156621868
50500,0.00015841377899050713,5.5113836424425244e-05,6.414186941583466e-07,9.748810043674894e-06,2.3227426936500706e-05,0.011523458561215285,0.011562360062314857,0.0019040711384705406,0.0952155780299827
51000,0.00010443641076562926,2.5649194867582992e-05,2.005078840738861e-06,7.123251634766348e-06,1.7414720787201077e-05,0.011097222994584143,0.011134685587106409,0.001889643561829589,0.09449410811129913
51500,9.355377551401034e-05,2.3123306164052337e-05,6.2397168676398e-07,6.735238457622472e-06,1.5767815057188272e-05,0.011043387650151823,0.011080668502470008,0.001874869963898192,0.0937553349435327
52000,0.00010815174027811736,3.7322086427593604e-05,6.643081746915414e-07,8.947319656726904e-06,1.5304505723179318e-05,0.011080893842257073,0.011118301309962962,0.0018572554401938622,0.09287449755130281
52500,9.980164031730965e-05,2.544972812756896e-05,5.569239647229551e-07,1.0783425750560127e-05,1.575289024913218e-05,0.010888677342542046,0.010925435915618316,0.001842869033154594,0.09215508637262236
53000,9.743055124999955e-05,2.5262012059101835e-05,8.802954880593461e-07,8.833140782371629e-06,1.5613775758538395e-05,0.01100297740530287,0.01104012183857845,0.0018296227641778624,0.09149268929518267
53500,0.00011225385969737545,3.816628668573685e-05,1.353098696199595e-06,1.1030562745872885e-05,1.542597783554811e-05,0.01080985261475091,0.010846345087140606,0.0018121237610285556,0.09061762866002798
54000,8.780542702879757e-05,2.2192920368979685e-05,9.747322593511853e-08,7.679684131289832e-06,1.4458836631092709e-05,0.010790864801150981,0.01082729317347491,0.00179593859048729,0.08980826794998732
54500,9.135398431681097e-05,2.7129153750138357e-05,2.7091697774039858e-08,8.323127076437231e-06,1.3968652638141066e-05,0.010738230021634935,0.010774480706685349,0.001781250397244235,0.08907376555582942
55000,0.000152825508848764,6.70051813358441e-05,3.2469492907694075e-06,8.129018169711344e-06,1.8611090126796626e-05,0.010720943584863508,0.01075713591344607,0.0017654070972538563,0.08828150053168854
