epoch,total,pde,init,final,v_lap,v_t,endpoint_rmse,c_rmse,vx_rmse,vy_rmse
1,18.25709063167715,0.007550811812595039,0.09415274185285596,0.08675109754060653,0.020362251165643625,0.15895225800665047,0.3199929215542753,0.3199722380137755,0.5263078976412758,0.46190496696171296
100,12.799164355706326,0.018239983210692833,0.05787964626289387,0.06989145951142423,0.12476634178146936,0.0025661316460101496,0.2604586188098427,0.26239176550875604,0.2999592823450147,0.2265802607432074
200,7.985218651212554,0.007575036181251207,0.03948087678681633,0.03999351171779217,2.7129458516894442,0.0030753060535579925,0.19712215479437245,0.19357186637143478,0.17326371209908972,0.2646686391596844
300,4.17433097294348,0.009609878664313195,0.027644688998496446,0.013837304332654704,1.4867914603484764,0.0016538465605669026,0.1469056824217751,0.13573305374467423,0.23553955878237023,0.23680377294745433
400,2.9801341780759865,0.013793210220458074,0.017869963137257222,0.011607338402760268,1.6395443435380161,0.0022153704183994066,0.12451867593151637,0.12109202541630527,0.21350849469155353,0.18584511819330266
500,2.321482512446868,0.01821988017770114,0.012612919241599454,0.010193370047531153,1.8754831674058594,0.0038788716820477936,0.10543483904092778,0.11065618168681823,0.17752846205992817,0.16012754718010533
600,1.9315879229015631,0.028493490091567725,0.010801487970028304,0.008040923763347443,1.5528017552738302,0.003325241919682218,0.09710928748922538,0.10872593896047167,0.16837877412133256,0.14624975681013003
700,1.7629937024977076,0.035783681936642206,0.009775728747420397,0.007326706471111435,1.435981879056778,0.0026066799173143484,0.09228273254153582,0.10736036097306383,0.1632887475084569,0.13885949814309
800,1.616010066458184,0.04311522525356917,0.00914486965064374,0.00641664445186545,1.48250087122264,0.0019184222414694336,0.08841692484854669,0.10774442368512202,0.17514341656133461,0.13246393870227918
900,1.4416781154159777,0.04871886734522529,0.00746397854395925,0.0063060866699384335,1.4449178660945012,0.001503548020039032,0.08347058565718753,0.1064838477023458,0.1647667928626951,0.1276757016131009
1000,1.3163234753575628,0.057770366248783386,0.007803345675953371,0.004621955183767151,1.4680983232223155,0.0013420399045037917,0.07825331193444189,0.10765684598018094,0.15667595773032253,0.13607941378049265
1100,1.1904774537660983,0.06781392423776084,0.006652469503663362,0.004389709065104308,1.69746752625263,0.0014709973890441896,0.07296935170033264,0.10639056777340347,0.1574613513133266,0.13343280908542793
1200,1.056428647907959,0.0676029920216138,0.005849085580670155,0.003844913404463493,1.7863157380162562,0.0015625999928177432,0.0696404415989819,0.1052961106594116,0.16204452153350332,0.1351502055369939
1300,1.0248003709167761,0.07079698912352839,0.005281945361963813,0.004065569143625552,1.790984439431453,0.0013420868399969333,0.06654602754824084,0.10311639187574627,0.16196374975311706,0.14024640108024425
1400,0.8857665858441364,0.07299049165550782,0.004642780544927755,0.003280791071116741,1.8852327480688507,0.0015666051034903942,0.06318972265013843,0.09803991756888825,0.1551967357500164,0.1364950249349835
1500,0.8083173438968666,0.0693053438375383,0.0042766536978950595,0.0029293761292873313,1.7002316662016455,0.00140670067907278,0.061254718271308184,0.09473664333875877,0.1553385705794616,0.14354249837104072
1600,0.7318102046349323,0.061687206700263314,0.003692331367807629,0.00281616131775052,1.773201044328388,0.0015417189355700538,0.05979988691348667,0.09197740805044835,0.1553484151707075,0.1429452086790508
1700,0.8056442990793219,0.06144779095125705,0.0036541352582527675,0.003597603704367779,1.742681918735597,0.0015957926786542118,0.05730810455827303,0.08788913919807075,0.15928541966968013,0.1424970237347368
1800,0.7264278749814949,0.06098257585373826,0.0034431179522357363,0.003036768596403789,1.5865653953201417,0.0015909903106027235,0.05516425967274374,0.08556530957612167,0.1585354686696734,0.14301603346214986
1900,0.6576581121640529,0.05623650283916187,0.003267150331602284,0.002563062025460069,1.6363695276174992,0.0020366783424807097,0.05405680178021509,0.0839218221262043,0.15508611068058292,0.14484313007777533
2000,0.5678837279792668,0.0521456113303599,0.002606871392723556,0.0023721746512789725,1.5699050702552584,0.0021344615461013636,0.05283403136174686,0.08039800273702118,0.15442970509177797,0.14802409730519764
2100,0.584916853626973,0.04931336534000773,0.0029702611222115916,0.002217083303610975,1.4772359642292208,0.002096686062416379,0.050170829110659086,0.07675740597910265,0.1576552016745921,0.14673375574224523
2200,0.5899447752900341,0.04714720224167031,0.002871221709128278,0.0023996498880575067,1.359172419358528,0.0021186891362000235,0.050297197394579655,0.07481185880993568,0.15628074269810358,0.1518644446280109
2300,0.48198735647779833,0.04764524481139039,0.002272589262972361,0.0019100499618762935,1.4140911940480554,0.0019372772410619463,0.0508495063943198,0.0714938892375115,0.15834917174571536,0.1465667031248039
2400,0.6105069617458632,0.042449295217610615,0.0028976482868997323,0.0026341869065040118,1.292227973844465,0.0019518674494335795,0.04641821642536628,0.06923039303824312,0.1569291867342759,0.14970607204233988
2500,0.43113607709331064,0.037528776114114655,0.001984276309007728,0.0018116011179050743,1.2173169292955643,0.0018463889949601562,0.04526841506166507,0.06754061847050194,0.15777491842152058,0.15058211863178236
2600,0.4752006349303609,0.035639174063460545,0.0024595466174953595,0.0017864728353147175,1.2724139501586196,0.0022353760843064376,0.04583285636408434,0.06532827941123154,0.15475206075728223,0.15046459710441912
2700,0.46261095726038093,0.036905319923008856,0.0023649621914113832,0.0017453561435000937,1.25367926033287,0.0021370112428956488,0.04211004189324072,0.06263022410968104,0.15186987537657673,0.15365589724235618
2800,0.4221146334857234,0.031184763755110187,0.001851196409888846,0.0019073771372458297,1.2894884762257028,0.0021776302548886274,0.042306643823564985,0.062287920215195205,0.15053812212250384,0.1515585858816516
2900,0.41058324354314285,0.03497791428997202,0.001705241684739079,0.0019088982076367026,1.2051381593939876,0.0021399584216528077,0.041031342815465825,0.059243450481984525,0.15179940614125215,0.1560862878198694
3000,0.3712147003674404,0.03232697841852651,0.001729391443949983,0.0015225587773447615,1.1631269867549066,0.0020614299518903704,0.039616412756224226,0.05860911206226284,0.15037831931513357,0.15931903267620884
3100,0.34505698960565323,0.029938827757329978,0.001568959641851031,0.0014414302662183148,1.1803023035564064,0.002276148005824597,0.040017592196477214,0.05676445272568314,0.15037426200440845,0.15822520455590716
3200,0.31546524840328516,0.028532708111058843,0.0013854589472466943,0.0013526763554241894,1.0945187790320419,0.002173822234817499,0.03867351946720713,0.0567055342053237,0.14947396102492838,0.16140883403476058
3300,0.3319589610456395,0.02779954941628321,0.0016330396543092177,0.001270519001446876,1.1481923552786668,0.00232162250096026,0.03817647409416971,0.05585608658215412,0.149216387825227,0.16276152954888787
3400,0.34535006821974595,0.028559274964209097,0.0015868578283567878,0.0014505868731840314,1.082673507790101,0.00221958802355397,0.036710982561823716,0.054179634397647065,0.1486413812339212,0.16978501028669657
3500,0.34270667391288734,0.02322940490319552,0.001543673877808425,0.0015241039734336078,1.049269316035582,0.002206790725132718,0.0356535304905578,0.05260935632458477,0.1496751231854436,0.16888437326998526
3600,0.30584432491353,0.025093665967191654,0.0015157997912037206,0.0011694462089446365,1.0031592004243168,0.0021944669272594202,0.03580552060055193,0.05233184944197809,0.14571046199675014,0.17442491911381366
3700,0.2889725407701044,0.021503162249979054,0.0013119551890294504,0.0012226410524060973,1.1228318935881438,0.0027814354406891363,0.035069305121543826,0.05132556575295111,0.14797821706227268,0.17475235680707177
3800,0.29185274088329993,0.023138737999658876,0.0011360521647712698,0.0014355085497331857,0.9227882109821453,0.0023300493233740782,0.03357235457392593,0.050401036592840516,0.1466744663651945,0.1774806966847043
3900,0.27289725634138495,0.022206934007104672,0.0012408939128004638,0.0011540462879029577,0.8862820749503286,0.002333481514434837,0.03303050328993552,0.04950706758710416,0.14528298496018516,0.1812877922179501
4000,0.26781521249242396,0.01992816330654458,0.0011179754741955014,0.00125206010183575,0.8635421072650575,0.0022480705101035935,0.03317433082257099,0.04946193456656712,0.14463892267384434,0.18306283463375547
4100,0.24880904902917297,0.021361687907452777,0.0010299951316663169,0.0011394401341832242,0.80190357089588,0.0024847988278072944,0.03276464863400707,0.04902232635091884,0.14317387870061865,0.18620713189195162
4200,0.2498312686180213,0.02149437570979197,0.00113094401521464,0.0010473379195720272,0.8104242352996434,0.0024044570765661827,0.03149332136914502,0.048545138155230164,0.14349702809583778,0.18904644005117885
4300,0.2707286933496389,0.019422638082375078,0.0013325914433028594,0.0010690388621331392,0.8799381629812262,0.0023436430938516967,0.03162537962039149,0.047927408728640084,0.14285602940735695,0.1910432260203389
4400,0.27298854703867387,0.0198242705242428,0.0012511265762540913,0.0011751150428068126,0.801145778751605,0.002528656820824621,0.03202859142060148,0.04844937897547874,0.14113695172992663,0.19425626068484456
4500,0.21879640712853538,0.01772199416242244,0.0009747472402161888,0.0009407642712978807,0.7112852715560903,0.002410409099145093,0.02988931727882791,0.04631959014563413,0.14070790637021116,0.2005806603979454
4600,0.20835967353277654,0.017146401329061554,0.0009170566109500177,0.0009035951649834252,0.6843979581863519,0.0023041150285072016,0.030618326214403125,0.04711092854840315,0.1406562058076284,0.20155851125945898
4700,0.21839142989002494,0.015850140834296665,0.0010927518180644663,0.0008379901203126851,0.6831295525156135,0.0026357996928569835,0.03007121085844039,0.04758743696573092,0.14121339894570653,0.20019758070407512
4800,0.22793876803999524,0.015877448341030585,0.0010327391300870897,0.0010007046897900888,0.6470798474165075,0.0022461392370817465,0.02902550805162017,0.04572528266062753,0.14088574527522732,0.20488615180831674
4900,0.21080409783769602,0.014052788453860644,0.001120558595877388,0.0007572301876581744,0.675534520674418,0.002217085823534954,0.029281540913083062,0.04613910535110636,0.14056193281418833,0.20571898255429724
5000,0.22878564727688105,0.01490805997960809,0.001051216164667091,0.0009925579394359182,0.6917188808318463,0.002582988078653606,0.02907746144614382,0.045910584660138365,0.13778302066467568,0.2107010470697113
