epoch,frame,norm_fu,norm_fimp,norm_vx_lap,norm_vy_lap,norm_vx_t,norm_vy_t,loss,walltime,memory,error_u_t0,error_u_t1
0,0,3.3639602661132812,23.727317810058594,0.0,0.0,0.0,0.0,574.3018188476562,0.8172767162322998,452.984375,0.2996487,0.29889962
1,1,3.3639602661132812,23.727317810058594,0.0,0.0,0.0,0.0,574.3018188476562,1.1006367206573486,466.28125,0.2794699,0.28277183
2,1,3.1381473541259766,22.173011779785156,0.0,0.0,0.0,0.0,501.49041748046875,1.2054295539855957,484.203125,0.25954023,0.26393884
3,1,2.9330339431762695,20.57343864440918,0.37221819162368774,0.37528836727142334,0.08237684518098831,0.074089914560318,432.16070556640625,1.3127176761627197,503.5,0.23933922,0.24519919
4,1,2.7321038246154785,19.042333602905273,0.8608976006507874,0.9450109601020813,0.34621721506118774,0.30409789085388184,371.9213562011719,1.418365478515625,522.921875,0.22024009,0.22656474
10,1,1.5714085102081299,10.79037094116211,0.5863466262817383,0.6552298665046692,0.26707932353019714,0.2524975538253784,119.80964660644531,2.0559206008911133,580.84375,0.117326155,0.12679979
20,1,0.7036842703819275,3.926811456680298,0.33363696932792664,0.36566752195358276,0.19437770545482635,0.1908322274684906,16.23424530029297,3.1047871112823486,594.0,0.040726703,0.052558754
30,1,0.6726979613304138,3.298995018005371,0.2092253863811493,0.22112439572811127,0.1412641406059265,0.1307261884212494,11.465606689453125,4.1507673263549805,603.59375,0.042027377,0.044052627
40,1,0.46500229835510254,2.0489578247070312,0.16584542393684387,0.15231727063655853,0.11453534662723541,0.0967857614159584,4.487646102905273,5.24433159828186,613.421875,0.022779409,0.028412366
50,1,0.33054524660110474,1.1211551427841187,0.12362479418516159,0.12838946282863617,0.08796367794275284,0.07106528431177139,1.4108039140701294,6.349110126495361,581.359375,0.011425149,0.017299848
60,1,0.2716924846172333,0.6434916853904724,0.10878334194421768,0.11281412839889526,0.06351247429847717,0.043224744498729706,0.5183613896369934,7.431710958480835,593.046875,0.00781788,0.011286292
70,1,0.2266518920660019,0.44965144991874695,0.108237124979496,0.10303766280412674,0.05835546925663948,0.03285403922200203,0.28037428855895996,8.479593753814697,597.03125,0.0042677517,0.008558307
80,1,0.20332519710063934,0.2397056221961975,0.10610677301883698,0.09907888621091843,0.05820952355861664,0.030791329219937325,0.1242116391658783,9.524946451187134,596.765625,0.002821122,0.0064021335
90,1,0.18634089827537537,0.13763242959976196,0.10467948019504547,0.10082173347473145,0.05939137190580368,0.02998111955821514,0.07921463251113892,10.568527936935425,606.625,0.0015798128,0.005799546
100,1,0.17462500929832458,0.09843351691961288,0.10182105004787445,0.10070633143186569,0.05969424173235893,0.028834210708737373,0.06508715450763702,11.614560842514038,606.953125,0.0011387947,0.00604362
110,2,0.16633166372776031,0.044383782893419266,0.10308036208152771,0.10200528800487518,0.060105253010988235,0.029346801340579987,0.0551406592130661,12.659651041030884,614.9375,0.0007814804,0.006322618
120,2,0.16040924191474915,0.03696388006210327,0.10354886204004288,0.10700501501560211,0.06073620170354843,0.031780604273080826,0.05396879091858864,13.722193002700806,626.171875,0.0005425983,0.006695845
130,2,0.1558285802602768,0.017375633120536804,0.1053997203707695,0.11070963740348816,0.06184917688369751,0.0334915965795517,0.052897192537784576,14.772778749465942,624.625,0.00037591546,0.006957203
140,2,0.15198750793933868,0.012726569548249245,0.10756582021713257,0.10915841907262802,0.06314064562320709,0.03283092379570007,0.05181274563074112,15.835005760192871,615.453125,0.0002872186,0.007192604
150,2,0.1488485038280487,0.008274798281490803,0.10722585767507553,0.11041463166475296,0.06380810588598251,0.0335443839430809,0.05110982432961464,16.881505012512207,620.109375,0.0002284203,0.007397478
160,2,0.14648523926734924,0.007196678780019283,0.10629748553037643,0.11600150913000107,0.06424117833375931,0.0361873060464859,0.05170166864991188,17.950708150863647,620.765625,0.00018484484,0.007567122
170,2,0.14430761337280273,0.00650059524923563,0.11008331924676895,0.1127447634935379,0.06598211079835892,0.03474824130535126,0.051257744431495667,18.99402356147766,623.796875,0.00015342807,0.0077250516
180,2,0.14265568554401398,0.00610971637070179,0.1132240816950798,0.11154530942440033,0.06718048453330994,0.03421942889690399,0.051334209740161896,20.04039239883423,626.34375,0.00013464554,0.007859663
190,2,0.14104272425174713,0.006014367565512657,0.11366454511880875,0.12194013595581055,0.06813914328813553,0.03892667591571808,0.053876470774412155,21.091525316238403,638.1875,0.00012211893,0.007991175
200,2,0.14011456072330475,0.005999050103127956,0.11251994967460632,0.11846505850553513,0.06803236901760101,0.037213582545518875,0.05237603932619095,22.148614168167114,644.28125,0.000112936126,0.008108446
210,3,0.13928677141666412,0.005981700029224157,0.1116400733590126,0.11478602141141891,0.06843771040439606,0.03570062294602394,0.05103417858481407,23.198626279830933,642.921875,0.00016631174,0.008204986
220,3,0.1390111893415451,0.005976879969239235,0.10864923149347305,0.11764727532863617,0.06790409982204437,0.03705999255180359,0.050989780575037,24.300686597824097,633.90625,0.0006249299,0.008295356
230,3,0.13826203346252441,0.0059838551096618176,0.11520427465438843,0.12339529395103455,0.07000836730003357,0.03965599834918976,0.054124388843774796,25.362064361572266,638.328125,0.0005145351,0.008389479
240,3,0.1372593343257904,0.0059927464462816715,0.11466425657272339,0.11607465893030167,0.06999967992305756,0.03621344640851021,0.05170862749218941,26.4290771484375,642.3125,0.0002496322,0.008472919
250,3,0.1368235945701599,0.005998031236231327,0.12549281120300293,0.11671380698680878,0.07039959728717804,0.03656924515962601,0.05442064255475998,27.497687816619873,632.6875,0.00016724295,0.008547209
260,3,0.13659065961837769,0.0060049183666706085,0.1176677793264389,0.11219184100627899,0.07052414864301682,0.034399714320898056,0.05128277838230133,28.564955949783325,635.9375,0.00020696374,0.00862465
270,3,0.13732601702213287,0.00601218082010746,0.11483912169933319,0.11555329710245132,0.07011689245700836,0.03612890839576721,0.05165684595704079,29.634340524673462,633.828125,0.00042253718,0.008683195
280,3,0.1363074779510498,0.006018972024321556,0.1074790433049202,0.12932473421096802,0.0690302699804306,0.04250079765915871,0.05346408486366272,30.70565152168274,633.140625,0.00012514347,0.0087685855
290,3,0.13605454564094543,0.006024172995239496,0.11709904670715332,0.11966077238321304,0.0714402049779892,0.03810930252075195,0.05313403904438019,31.791016578674316,614.34375,0.00021054897,0.008832233
300,3,0.13577888906002045,0.006031126249581575,0.1212996169924736,0.11723918467760086,0.0726383700966835,0.035787422209978104,0.053487975150346756,32.872597217559814,623.15625,0.00014864802,0.008868147
310,4,0.13651354610919952,0.006038063205778599,0.11199309676885605,0.11827369034290314,0.07037651538848877,0.037050727754831314,0.051529139280319214,33.941702365875244,627.640625,0.00016654446,0.008934009
320,4,0.13678573071956635,0.0060474686324596405,0.10919938236474991,0.12188946455717087,0.06983954459428787,0.039144355803728104,0.05193829908967018,35.041168451309204,625.296875,0.0009852644,0.008992979
330,4,0.13584820926189423,0.006054381374269724,0.14927010238170624,0.12083355337381363,0.07212980091571808,0.03846762329339981,0.062056172639131546,36.123069047927856,628.09375,0.00028576923,0.009015748
340,4,0.13526512682437897,0.006059332750737667,0.12895824015140533,0.11437924951314926,0.07316973805427551,0.03570748493075371,0.05467504262924194,37.20851230621338,619.046875,0.0002519174,0.009068091
350,4,0.13704714179039001,0.006065064109861851,0.11507491022348404,0.11548330634832382,0.07073202729225159,0.03548964112997055,0.05165986716747284,38.29607033729553,621.34375,0.00020488403,0.009110245
360,4,0.13596558570861816,0.006071305833756924,0.11549922823905945,0.12821821868419647,0.0714724063873291,0.04106263816356659,0.055097926408052444,39.39088749885559,617.828125,0.00063367793,0.009161202
370,4,0.13738080859184265,0.0060759615153074265,0.11837977170944214,0.12775686383247375,0.07244177907705307,0.041803475469350815,0.05624133348464966,40.494303703308105,607.578125,0.001313622,0.009186509
380,4,0.1353587508201599,0.006082529667764902,0.11853271722793579,0.11403621733188629,0.07248460501432419,0.03489847108721733,0.051885172724723816,41.609792709350586,557.046875,0.00025776538,0.00926494
390,4,0.13556671142578125,0.006090059410780668,0.11494100838899612,0.11175358295440674,0.07192382216453552,0.034448567777872086,0.050475455820560455,42.70529103279114,533.15625,0.0002303664,0.009271753
400,4,0.13746391236782074,0.006093273404985666,0.1058119535446167,0.12335901707410812,0.0697394460439682,0.04024863988161087,0.05183061584830284,43.800570249557495,518.78125,0.00030909,0.009279067
410,5,0.13530656695365906,0.006095291581004858,0.11873577535152435,0.1253071427345276,0.07161949574947357,0.040941786020994186,0.05495066940784454,44.87839484214783,565.90625,0.00033595343,0.009330209
420,5,0.13406699895858765,0.006096570286899805,0.12631364166736603,0.11387771368026733,0.07302232086658478,0.03595153987407684,0.05355916917324066,45.98954653739929,557.296875,0.0009513184,0.009367935
430,5,0.13473768532276154,0.006098532117903233,0.13013043999671936,0.12361382693052292,0.07173869013786316,0.035638801753520966,0.05682230740785599,47.0889937877655,574.21875,0.0012683602,0.009381925
440,5,0.13873690366744995,0.006105095613747835,0.10998949408531189,0.12528234720230103,0.0704336017370224,0.03829968720674515,0.05350632220506668,48.1935338973999,555.5,0.00082833425,0.00941586
450,5,0.1384003907442093,0.006111281458288431,0.11666048318147659,0.12813414633274078,0.07257718592882156,0.040747951716184616,0.05614789202809334,49.29929518699646,540.703125,0.00067277194,0.009422071
460,5,0.13572239875793457,0.006112753879278898,0.11710216850042343,0.11460468918085098,0.0725545659661293,0.03608350455760956,0.051871269941329956,50.40011262893677,546.15625,0.00029507515,0.009455464
470,5,0.13414938747882843,0.006112309638410807,0.12165744602680206,0.11289322376251221,0.07364127039909363,0.03523687645792961,0.05224350839853287,51.508453130722046,545.890625,0.00044091014,0.009478757
480,5,0.1381005495786667,0.006113466806709766,0.116504967212677,0.11834428459405899,0.07152184098958969,0.038356516510248184,0.05327451229095459,52.6124370098114,556.671875,0.0018621072,0.0095042195
490,5,0.1371532827615738,0.006120273843407631,0.11045827716588974,0.12546993792057037,0.07135753333568573,0.04168490692973137,0.053621746599674225,53.71770930290222,560.375,0.00071595394,0.009543612
500,5,0.13479234278202057,0.0061258357018232346,0.11079495400190353,0.1179192066192627,0.07142841070890427,0.03816461190581322,0.05094551667571068,54.84630346298218,567.546875,0.00076298823,0.009530246
510,6,0.13342152535915375,0.006128985900431871,0.12320391088724136,0.11397983878850937,0.0739019513130188,0.03640007972717285,0.05279594287276268,55.955541133880615,560.671875,0.0003654625,0.009560539
520,6,0.1341809779405594,0.006124512292444706,0.1269301176071167,0.1154186874628067,0.07433478534221649,0.03771042451262474,0.05442251265048981,57.07645130157471,546.28125,0.00039149655,0.009573732
530,6,0.1431330442428589,0.006121390964835882,0.178817480802536,0.1645653396844864,0.07484059035778046,0.041085775941610336,0.08687113970518112,58.18251013755798,567.1875,0.0016193258,0.009591959
540,6,0.1385142207145691,0.0061268252320587635,0.11362916976213455,0.11979000270366669,0.07055837661027908,0.0372823029756546,0.05285341292619705,59.2889244556427,574.25,0.00052114413,0.009606412
550,6,0.1342688798904419,0.0061398777179419994,0.10219133645296097,0.11664780229330063,0.06842228025197983,0.03599528595805168,0.04809287562966347,60.41905164718628,567.78125,0.000455153,0.009633559
560,6,0.13317768275737762,0.006131929345428944,0.1117430254817009,0.11375974863767624,0.07104625552892685,0.03499838337302208,0.049474138766527176,61.52918863296509,572.421875,0.00100541,0.009633945
570,6,0.1375110000371933,0.0061264666728675365,0.13068266212940216,0.12270016968250275,0.07626069337129593,0.04032764583826065,0.05852211266756058,62.638561964035034,578.09375,0.002193628,0.009635583
580,6,0.13658253848552704,0.006133756600320339,0.13259613513946533,0.11973707377910614,0.07743537425994873,0.042329996824264526,0.058399178087711334,63.74845814704895,583.4375,0.0008610087,0.009663295
590,6,0.13771075010299683,0.006136469077318907,0.10944182425737381,0.12061300873756409,0.07083723694086075,0.03676532581448555,0.05189651995897293,64.8581976890564,585.109375,0.00039696664,0.009687909
600,6,0.13858932256698608,0.006137036252766848,0.14203689992427826,0.13263468444347382,0.06973150372505188,0.0412772111594677,0.06357739865779877,65.96681475639343,585.25,0.00096529984,0.009677437
610,7,0.13544368743896484,0.006156562827527523,0.12027368694543839,0.11897999048233032,0.07120350003242493,0.03792352229356766,0.053513020277023315,67.06058359146118,597.140625,0.001169045,0.009669392
620,7,0.1335730254650116,0.006157066207379103,0.11794675886631012,0.11122172325849533,0.07281170785427094,0.03489323705434799,0.050680454820394516,68.20890188217163,571.984375,0.0005026856,0.009704713
630,7,0.13486886024475098,0.006140930578112602,0.12462904304265976,0.11920049786567688,0.07489434629678726,0.03875049203634262,0.05507924035191536,69.32078719139099,581.453125,0.0009061748,0.009698829
640,7,0.1388370841741562,0.006144931074231863,0.11640163511037827,0.11764538288116455,0.07305940240621567,0.03735421597957611,0.053436290472745895,70.4377031326294,576.734375,0.0014834591,0.009715727
650,7,0.14260253310203552,0.00627577118575573,0.116989366710186,0.1517896056175232,0.07246378809213638,0.04090812802314758,0.06402593851089478,71.5524365901947,590.671875,0.000388947,0.009759789
660,7,0.13669653236865997,0.018492551520466805,0.1928691416978836,0.13653215765953064,0.07284212112426758,0.04103538393974304,0.08185733109712601,72.67426800727844,610.09375,0.0016356787,0.009730342
670,7,0.13697369396686554,0.3919922709465027,0.11961286514997482,0.12511666119098663,0.07380671799182892,0.03890147805213928,0.20934191346168518,73.78967618942261,616.609375,0.000821208,0.010603276
680,7,0.1366514414548874,0.05894859880208969,0.12929384410381317,0.11801302433013916,0.07358262687921524,0.03736308962106705,0.05960293486714363,74.90663242340088,629.546875,0.0016626851,0.009916201
690,7,0.13635964691638947,0.11573874950408936,0.11778063327074051,0.1197175458073616,0.07363291084766388,0.03864775970578194,0.06710942834615707,76.04063034057617,620.859375,0.0007680803,0.009857366
700,7,0.14082080125808716,0.09462877362966537,0.10592900961637497,0.11314480751752853,0.0716664120554924,0.0368591733276844,0.059302475303411484,77.16549777984619,612.84375,0.0006606477,0.009797973
710,8,0.13639771938323975,0.04736333712935448,0.11502464860677719,0.11380936205387115,0.07342295348644257,0.0381174199283123,0.05387473106384277,78.31383967399597,570.15625,0.00047943857,0.009788766
720,8,0.1341795027256012,0.019907018169760704,0.11961518973112106,0.1318293660879135,0.07433785498142242,0.03762424737215042,0.05702890455722809,79.43869829177856,539.640625,0.0011280149,0.009782271
730,8,0.13640664517879486,0.011153044179081917,0.12426435947418213,0.14051629602909088,0.07534728944301605,0.04091348871588707,0.06126875802874565,80.55581521987915,548.125,0.0019297869,0.009770223
740,8,0.13626804947853088,0.00945188570767641,0.1125674620270729,0.12186785787343979,0.07186811417341232,0.04090480878949165,0.05301975831389427,81.67507719993591,552.296875,0.0010279348,0.009775717
750,8,0.13842487335205078,0.009049159474670887,0.14649099111557007,0.11922919750213623,0.07142828404903412,0.03852968290448189,0.06150507926940918,82.79762029647827,555.828125,0.0013802632,0.009794644
760,8,0.14592403173446655,0.007446989417076111,0.1280907243490219,0.1144198477268219,0.07055443525314331,0.037358254194259644,0.05722199007868767,83.92157006263733,553.265625,0.0019454361,0.009791393
770,8,0.13618746399879456,0.0061702546663582325,0.11861016601324081,0.11920838803052902,0.07373412698507309,0.04054444655776024,0.05394468083977699,85.08930349349976,571.234375,0.0005814705,0.009817172
780,8,0.13323840498924255,0.006367693189531565,0.12670005857944489,0.11942765861749649,0.07702849805355072,0.04213394969701767,0.05581755191087723,86.22116470336914,579.671875,0.00046308682,0.009814371
790,8,0.13237373530864716,0.006145376246422529,0.12313123792409897,0.12223509699106216,0.07462333887815475,0.04260354861617088,0.055046990513801575,87.35973072052002,589.546875,0.0003128227,0.00982478
800,8,0.13249127566814423,0.006138806696981192,0.10224437713623047,0.12625448405742645,0.06984981149435043,0.03510838374495506,0.05009732395410538,88.50409054756165,587.03125,0.00024824042,0.009813577
810,9,0.14020423591136932,0.006151488050818443,0.11137882620096207,0.11308548599481583,0.07094434648752213,0.03680964186787605,0.051276691257953644,89.62748050689697,579.015625,0.00026303434,0.009823643
820,9,0.14478887617588043,0.006161458324640989,0.1945469230413437,0.13227872550487518,0.07609529048204422,0.04001615196466446,0.0837397351861,90.78838849067688,582.265625,0.0008376945,0.0097993435
830,9,0.14006952941417694,0.0061631095595657825,0.1405337154865265,0.11913707852363586,0.0802357941865921,0.04017694666981697,0.06165279448032379,91.93563866615295,619.203125,0.0025409304,0.009832739
840,9,0.13392914831638336,0.006166208069771528,0.12457546591758728,0.11977621912956238,0.07385771721601486,0.03960844501852989,0.05486421659588814,93.08214712142944,627.578125,0.001145759,0.009828251
850,9,0.1326351910829544,0.006153464782983065,0.10400056093931198,0.11135020852088928,0.07024254649877548,0.036811187863349915,0.047134023159742355,94.23649549484253,630.8125,0.00064787385,0.009848228
860,9,0.1332247406244278,0.007040944416075945,0.09538844227790833,0.11740826815366745,0.0694957822561264,0.04304235801100731,0.04736437276005745,95.38825297355652,634.875,0.00050865876,0.009842067
870,9,0.13987720012664795,0.04053935781121254,0.11780650913715363,0.12028224021196365,0.07447635382413864,0.03975730016827583,0.05668263137340546,96.54421162605286,640.59375,0.0019002369,0.0098400535
880,9,0.1440502554178238,0.46410703659057617,0.1312040090560913,0.12210311740636826,0.07746341824531555,0.04140438884496689,0.27598437666893005,97.69292998313904,645.359375,0.00048424283,0.010661521
890,9,0.1368769407272339,0.10309422761201859,0.12645994126796722,0.127792090177536,0.07640702277421951,0.044991232454776764,0.06954889744520187,98.84597778320312,646.21875,0.0003354805,0.010046044
900,9,0.1340952217578888,0.06224065274000168,0.10880391299724579,0.11151677370071411,0.07179784774780273,0.03807401657104492,0.05273427069187164,99.99963426589966,653.390625,0.00017657256,0.00991796
910,10,0.13595916330814362,0.04502098262310028,0.16537104547023773,0.10812746733427048,0.07087013125419617,0.03692616522312164,0.06593702733516693,101.12703132629395,642.328125,0.0004221518,0.009894953
920,10,0.13948318362236023,0.02542935498058796,0.13418598473072052,0.10399069637060165,0.0712701603770256,0.03322305902838707,0.055105362087488174,102.29286050796509,636.671875,0.00012894714,0.009835117
930,10,0.1364908069372177,0.009023275226354599,0.11518248915672302,0.12238040566444397,0.07264622300863266,0.040868423879146576,0.05390282720327377,103.47083401679993,520.796875,0.0004880605,0.009874901
940,10,0.13768932223320007,0.008795851841568947,0.12843917310237885,0.21133103966712952,0.077043317258358,0.04582630842924118,0.08822886645793915,104.63721966743469,517.3125,0.0028418868,0.009845862
950,10,0.13567529618740082,0.012577340006828308,0.11731114983558655,0.14522939920425415,0.07375694811344147,0.042416319251060486,0.060658689588308334,105.79706716537476,541.515625,0.002155271,0.009875479
960,10,0.135459765791893,0.008562003262341022,0.1071830466389656,0.12205836176872253,0.07164843380451202,0.03254764527082443,0.05100195109844208,106.94836735725403,564.125,0.0011583454,0.009879107
970,10,0.13429366052150726,0.006506406702101231,0.11028910428285599,0.10685163736343384,0.07263180613517761,0.0308523066341877,0.04788532480597496,108.11451625823975,563.890625,0.00032216895,0.009863877
980,10,0.14277756214141846,0.006495221052318811,0.13577066361904144,0.10733987390995026,0.07897331565618515,0.03602025285363197,0.057917386293411255,109.26873254776001,579.53125,0.00033406465,0.009878598
990,10,0.13916923105716705,0.006293068174272776,0.18740606307983398,0.14008139073848724,0.07562030106782913,0.05111037567257881,0.08248220384120941,110.41836762428284,583.75,0.00044521742,0.0098744165
1000,10,0.13627813756465912,0.006158309057354927,0.11846297234296799,0.14117728173732758,0.07307805866003036,0.05142762511968613,0.060559358447790146,111.56717920303345,599.328125,0.0009837961,0.0098829325
